"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","51","N","2011032403","1","1","","1","05","Y","DODG","1989","02","1","","1","00","N","030","0","","2","01","03","98","06","NJ","2","04","1B6ME3656KS","TCB"
"","04","N","2011033752","1","2","","1","11","U","CHRY","2001","","0","","1","00","N","000","0","","3","02","07","06","01","PA","2","01","2C3HE66G71H","P4D"
"","51","N","2011042468","1","1","","2","01","Y","CHEV","2010","02","1","","1","00","W","999","0","","1","01","03","01","01","PA","1","04","1GCSCPEX9AZ","T4C"
"","05","N","2011033758","9","2","","1","07","U","HOND","2009","","0","","1","00","N","000","","","3","02","99","06","13","PA","2","01","JHMGE88469S","P4H"
"","48","N","2011033778","1","1","","1","12","Y","FORD","2010","02","1","","1","00","W","015","","","1","01","03","01","00","PA","1","07","1FDSS3EP3AD","TIE"
"","04","N","2011042395","2","1","","2","12","Y","HOND","2000","02","1","","1","00","S","070","0","","1","01","04","01","08","PA","1","01","2HGEJ6670YH","P4D"
"","12","N","2011038862","2","1","","2","07","Y","CHRY","2002","01","1","","1","00","N","999","0","","3","01","01","02","06","PA","3","07","1C4GJ25322B","PSV"
"","15","N","2011044831","1","2","","1","06","U","FORD","2001","","0","","1","00","E","000","","","4","02","04","06","01","PA","2","01","1FMYU04181K","PUT"
"","09","N","2011044847","9","1","","9","06","Y","CHEV","9999","03","2","","9","00","S","000","0","","2","01","02","03","99","PA","2","01","99999999999",""
"","09","N","2011043509","2","4","","1","06","N","","","99","1","","1","00","S","025","0","","1","05","99","15","98","ZZ","2","01","",""
"","51","N","2011032550","2","1","","1","12","Y","FORD","2004","08","1","","1","00","N","999","0","","1","01","06","15","06","PA","1","04","1FTSF31P74E","TPK"
"","15","N","2011047313","3","1","","1","12","Y","DODG","2000","01","1","","1","00","S","999","0","","1","01","02","01","00","PA","1","01","ZMEFM74W4YX","PUT"
"","15","N","2011010036","9","1","","1","99","U","FORD","2008","02","1","","2","00","S","999","","","1","01","01","99","98","PA","1","06","2FMDK49C18B","PUT"
"","04","N","2011009788","3","2","","1","03","Y","BUIC","1999","","0","","1","00","E","000","","","3","02","08","06","01","PA","2","01","2G4WY52M0X1","P4D"
"","04","N","2011009976","1","1","","1","05","Y","TOYT","2002","01","2","","1","00","S","999","0","","1","01","12","10","03","PA","1","01","4T1BF28B82U","P4D"
"","04","N","2011009994","0","1","","1","01","Y","TOYT","2009","01","1","","1","00","S","005","","","1","01","01","10","02","PA","1","01","4T1BE46K29U","P4D"
"","15","N","2011028840","9","2","","1","06","Y","FORD","2004","","0","","1","00","S","000","","","3","02","12","06","01","PA","2","06","1FMZU73W34U","PUT"
"","","","2011028864","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","04","N","2011029833","3","1","","1","12","Y","NISS","2003","02","1","","1","00","W","030","0","","1","01","07","05","12","NJ","1","01","JN1DA31A33T","P4D"
"","04","N","2011028895","0","1","","9","06","Y","NISS","2009","02","3","","1","00","W","999","","","1","01","07","14","01","PA","1","01","1N4AA51E49C","P4D"
"","20","N","2011031106","2","1","","1","00","N","SUZI","1997","01","1","","1","00","S","085","0","","2","01","05","01","01","PA","0","02","JS1GR7DAXV2","MRS"
"","51","N","2011013737","1","1","","1","06","Y","CHEV","2003","02","1","","1","00","S","000","0","","1","01","11","03","06","PA","2","04","2GCEK19T131","T4C"
"","15","N","2011018919","1","1","","1","06","Y","","2004","01","1","","1","00","W","010","","","2","01","01","01","01","PA","2","06","3GYEK62NX4G","PUT"
"","04","N","2011023776","2","1","","1","09","Y","CHEV","2000","01","1","","1","00","N","999","0","","2","01","08","01","00","PA","2","01","1G1ND52J9Y6","P4D"
"","04","N","2011023169","3","1","","1","12","Y","FORD","2004","02","5","","1","13","N","025","0","","1","01","06","01","01","PA","1","01","2FAHP71W34X","P4D"
"","","","2011023182","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","04","N","2011023205","1","2","","1","11","Y","TOYT","1994","","1","","1","00","S","000","","","2","02","07","06","09","PA","2","01","4T1SK12E3RU","P4D"
"","15","N","2011023256","3","1","","1","02","U","FORD","2008","02","1","","1","00","N","999","","","2","01","01","01","98","PA","2","06","1FMEU74E28U","PUT"
"","06","N","2011023273","2","1","","1","11","Y","VOLK","2002","01","1","","1","00","W","025","0","","1","01","04","01","01","NJ","1","01","WVWVD63B02E","PSW"
"","15","N","2011023284","3","1","","1","03","Y","TOYT","2001","01","1","","1","00","N","999","","","2","01","03","12","00","PA","2","06","JTEHT05J112","PUT"
"","15","N","2011023212","2","2","","1","06","Y","JEEP","2005","","0","","1","00","N","000","","","3","02","05","06","01","PA","2","06","1J4GL48K25W","T4W"
"","15","N","2011023229","2","2","","1","11","U","FORD","1995","","0","","1","00","S","000","0","","4","02","05","06","01","PA","2","06","1FMDU24X9SU","PUT"
"","04","N","2011023301","1","1","","1","06","Y","CHEV","1998","01","2","","1","00","S","000","0","","2","01","08","03","01","PA","3","01","1G1JC5248W7","P4D"
"","02","N","2011023320","3","1","","1","12","Y","PONT","2001","01","1","","1","00","S","999","","","1","01","12","01","07","PA","1","01","1G2WR12101F","PCP"
"","04","N","2011023339","1","2","","1","01","Y","HOND","1994","","0","","1","00","W","000","0","","3","02","01","06","08","PA","2","01","1HGCD5650RA","P4D"
"","09","N","2011025633","9","4","","1","06","N","NISS","","99","1","","1","00","S","055","0","","2","05","09","01","06","ZZ","2","01","",""
"","15","N","2011026735","1","1","","1","06","Y","FORD","2000","02","3","","1","00","W","999","0","","2","01","03","01","01","NJ","2","06","1FMZU73X6YU","PUT"
"","04","N","2011029117","3","1","","1","12","Y","AUDI","1998","01","2","","1","99","N","999","0","","1","01","05","01","13","PA","1","01","WAUED28D2WA","P4D"
"","04","N","2011029141","3","1","","1","07","Y","FORD","1988","01","2","","1","00","S","999","","","2","01","07","01","01","PA","3","01","2FABP73F3JX","P4D"
"","51","Y","2011029157","1","1","","1","06","Y","OTHR","2009","05","1","","1","00","N","000","0","","2","01","06","03","03","PA","2","05","1HTWDAAR89J","TCC"
"","12","N","2011029188","3","1","","1","05","Y","DODG","1999","01","1","","1","00","N","999","0","","2","01","02","13","11","PA","2","07","1B4GP44G1XB","PSV"
"","04","N","2011029164","3","1","","3","06","Y","VOLK","2001","01","2","","1","00","W","000","0","","2","01","01","03","01","PA","3","01","WVWTH63B81P","P4D"
"","04","N","2011030358","2","1","","1","12","Y","MRCU","1999","01","1","","1","00","N","015","","","3","01","12","08","01","PA","1","01","2MEFM75W1XX","P4D"
"","41","N","2011031238","1","1","","1","06","Y","FORD","2001","06","2","","1","00","N","000","0","","2","01","03","03","04","PA","2","07","2FMZA50491B","TES"
"","04","N","2011031354","0","1","","1","06","Y","MITS","2010","01","2","","1","00","E","999","","","1","01","05","99","01","PA","1","01","JA32U2FU7AU","P4D"
"","41","N","2011031404","3","1","","1","11","Y","FORD","1996","02","1","","1","00","W","035","","","1","01","04","01","01","PA","1","07","2FMDA51U8TB","TES"
"","51","N","2011031313","1","1","","1","12","Y","FORD","2001","02","1","","1","00","N","999","","","1","01","03","01","01","PA","1","04","1FTRW08L91K","TCW"
"","06","N","2011031325","3","1","","1","06","Y","MRCU","1992","01","1","","1","00","N","999","0","","2","01","09","01","06","PA","2","01","1MECM5845NA","PSW"
"","15","N","2011031339","2","1","","1","11","Y","BMW","2003","02","1","","1","00","W","999","","","2","01","07","01","06","PA","2","01","5UXFB33553L","PUT"
"","04","N","2011031417","2","1","","1","12","Y","CHEV","2001","01","1","","1","99","W","999","0","","1","01","12","01","00","PA","1","01","2G1WH55K519","P4D"
"","04","N","2011031429","3","1","","1","09","Y","NISS","2001","02","1","","1","00","E","999","0","","1","01","05","01","06","PA","1","01","JN1CA31A61T","P4D"
"","15","N","2011016918","9","1","","1","12","Y","JEEP","1999","01","1","","1","00","E","999","0","","2","01","03","01","01","PA","1","06","1J4GW58N6XC","T4W"
"","04","N","2011023123","3","1","","1","01","Y","SUBA","1999","02","1","","1","00","N","999","0","","2","01","03","01","03","PA","2","01","4S3BD685XX7","P4D"
"","12","N","2011028910","3","1","","3","12","Y","DODG","2007","01","1","","3","00","S","025","","","2","01","05","17","09","PA","3","07","1D4GP24R87B","PSV"
"","04","N","2011028933","1","1","","3","06","Y","HYUN","2001","02","1","","1","00","E","000","0","","4","01","07","03","03","PA","2","01","KMHCG45C01U","P4D"
"","05","N","2011028995","3","1","","1","01","U","SAA","1997","01","1","","1","00","N","045","0","","1","01","05","01","98","PA","1","01","YS3DF58N6V2","P4H"
"","19","N","2011029005","9","4","","1","02","U","","","99","1","","1","00","E","999","","","1","05","01","01","01","","1","06","",""
"","","N","2011028964","","","","","","","","","","1","","","","","","","","3","31","","","","","2","","",""
"","04","N","2011028975","2","1","","1","10","Y","NISS","2000","02","1","","1","00","E","999","","","3","01","05","01","01","PA","2","01","JN1CA31DXYT","P4D"
"","04","N","2011028989","0","1","","1","02","Y","TOYT","1996","01","1","","1","00","W","999","0","","1","01","08","01","06","PA","1","01","4T1BF12B7TU","P4D"
"","04","N","2011029026","3","1","","1","11","U","OLDS","1995","02","2","","1","00","N","015","0","","1","01","07","01","13","PA","1","01","1G3HY52K1SH","P4D"
"","04","N","2011029046","2","2","","1","05","Y","BMW","2008","01","0","","1","00","W","000","","","2","03","05","06","01","PA","2","01","WBAVC53518F","P4D"
"","04","N","2011029058","0","1","","1","12","Y","FORD","2001","01","1","","1","00","S","999","0","","1","01","03","01","06","PA","1","01","2FAFP71W91X","P4D"
"","04","N","2011029075","3","1","","1","07","Y","NISS","1998","01","1","","1","00","S","000","","","2","01","07","03","98","PA","2","01","1N4DL01D3WC","P4D"
"","05","N","2011029086","3","1","","1","99","Y","MAZD","2004","02","1","","1","00","N","999","","","2","01","05","01","03","NJ","2","01","JM1BK343841","P4H"
"","02","N","2011030094","3","1","","1","01","Y","HOND","2000","02","1","","1","00","W","999","0","","1","01","03","15","01","PA","1","01","1HGEJ8241YL","PCP"
"","04","N","2011031172","2","1","","1","12","U","BUIC","1998","02","2","","1","00","N","999","0","","1","01","08","12","13","PA","1","01","2G4WB52K7W1","P4D"
"","41","N","2011031608","1","1","","2","09","Y","CHEV","2003","01","1","","1","00","N","025","","","1","01","03","01","01","PA","1","07","1GCEG15X831","TCG"
"","15","N","2011031626","3","1","","2","06","Y","LEXS","2010","01","1","","1","00","N","999","0","","2","01","07","02","03","PA","3","01","2T2BK1BAXAC","PUT"
"","04","N","2011031135","0","1","","1","11","Y","AUDI","2003","01","1","","1","00","N","999","0","","1","01","05","01","06","PA","1","01","WAULD64B53N","P4D"
