"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","15","N","2019004730","1","1","","1","06","Y","ACUR","2015","01","1","","1","00","N","055","0","","2","01","05","01","01","PA","2","06","5J8TB4H39FL","T4W"
"","15","N","2019017297","0","1","","1","03","Y","JEEP","2016","01","1","","1","00","W","005","0","","1","01","05","12","01","PA","1","06","1C4RJFBGXGC","T4W"
"","04","N","2019002768","3","1","","2","01","Y","HYUN","2010","01","2","","1","00","S","060","0","","1","01","05","01","01","NY","1","01","KMHGC4DE6AU","P4D"
"","04","N","2019017000","1","1","","1","12","Y","TOYT","2011","01","1","","1","00","E","010","0","","1","01","12","01","13","NJ","1","01","4T1BK3EK3BU","P4D"
"","04","N","2019014976","2","1","","1","12","Y","TOYT","2005","02","1","","1","00","S","020","0","","1","01","04","01","07","PA","1","01","4T1BK36B65U","P4D"
"","15","N","2019013190","2","1","","1","06","Y","TOYT","2015","01","2","","1","00","E","025","0","","2","01","03","01","06","NJ","2","06","5TDDKRFH7FS","T4W"
"","05","N","2019015349","3","1","","1","12","Y","NISS","2008","02","1","","1","00","S","030","","","1","01","05","01","03","PA","1","01","3N1BC13E08L","P4H"
"","51","N","2019014436","3","1","","1","12","Y","FRHT","2008","02","1","","1","00","S","030","0","","1","01","03","02","06","PA","1","07","WDPPF445589","TCB"
"","04","N","2019015544","9","2","","1","11","Y","FORD","2005","","0","","1","00","W","000","0","","2","02","05","06","01","PA","2","01","2FAFP71W85X","P4D"
"","51","N","2019014644","3","1","","1","10","Y","DODG","2012","01","2","","1","00","S","055","0","","1","01","10","01","03","NJ","1","04","1C6RD7FT4CS","TCW"
"","69","N","2019014742","3","1","","1","12","Y","FORD","2018","02","1","","1","00","W","025","0","","1","01","99","01","01","PA","3","07","1FDEE3F61JD","T"
"","40","N","2019015755","3","1","","1","03","Y","DODG","2014","01","1","","1","00","S","075","0","","1","01","01","98","01","PA","1","07","2C4RDGCG6ER","TSV"
"","04","N","2019025138","3","1","","1","12","Y","LINC","2012","01","1","","1","00","N","035","0","","1","01","12","01","06","PA","1","01","3LNHL2JC5CR","P4D"
"","","","2019025203","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","15","N","2019023121","9","2","","1","06","Y","FORD","2003","","0","","1","00","N","000","0","","2","02","03","06","11","PA","3","06","1FMFU18L23L","T4W"
"","04","N","2019023138","2","1","","1","12","Y","ACUR","2004","02","1","","1","00","E","005","0","","1","01","01","12","98","PA","1","01","JH4CL96824C","P4D"
"","04","N","2019023228","2","1","","1","11","Y","MERZ","2005","01","1","","1","00","S","999","0","","2","01","05","01","03","NJ","2","01","WDBUF26J15A","P4D"
"","29","N","2019023548","3","1","","1","01","Y","SUZI","2018","01","1","","1","00","S","025","","","2","01","05","01","01","OK","2","02","JS1GT7AB8J2","M"
"","04","N","2019024590","3","1","","1","02","N","CADI","2008","01","1","","1","00","W","060","0","","1","01","12","15","03","PA","1","01","1G6KD57Y78U","P4D"
"","04","N","2019024676","3","1","","1","12","Y","VOLK","2013","98","1","","1","00","N","035","0","","1","01","07","13","06","PA","1","01","3VWDP7AJ2DM","P4D"
"","75","Y","2019022728","0","1","","3","04","Y","FRHT","2007","02","1","","1","21","S","040","1","","2","01","03","01","06","PA","2","05","1FUJBBCK27L","TTR"
"","04","N","2019005949","3","1","","1","05","Y","TOYT","2008","02","2","","1","00","S","070","0","","1","01","01","01","10","PA","1","01","4T1BE46K58U","P4D"
"","09","N","2019006957","3","1","","1","11","Y","NISS","2018","02","1","","1","13","E","025","0","","2","01","03","01","06","PA","2","01","3N1AB7AP0JY","P"
"","04","N","2019007105","3","1","","1","12","Y","FORD","2012","01","2","","1","00","S","999","0","","1","01","05","01","01","PA","1","01","1FAHP2HW4CG","P4D"
"","41","N","2019008304","1","1","","1","06","Y","DODG","2008","01","2","","1","00","S","999","0","","2","01","02","01","01","NJ","3","06","1D8HN54P08B","TES"
"","04","N","2019008344","2","1","","1","11","Y","TOYT","2017","01","3","","1","00","E","045","0","","1","01","05","01","03","PA","1","01","4T1BF1FK7HU","P4D"
"","","","2019006468","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
