"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2019022023","4","3","","","","W","02","25","HUNTING PARK AV","4","","67"
"2019032454","3","3","","","","N","02","25","N 5TH ST","4","","67"
"2019034042","4","3","","","","N","04","25","AMERICAN ST","4","","67"
"2019035193","4","5","","","","S","02","25","56TH ST","4","","67"
"2019027003","5","5","","","","E","02","20","FOX ST","4","","67"
"2019023144","4","3","","","","E","02","25","HUNTING PARK AV","4","","67"
"2019034073","5","5","","","","W","02","25","FAIRMOUNT AV","4","","67"
"2019029417","4","4","3013","0031","1890","S","2","35","ISLAND AV","2","3","67"
"2019032417","3","3","8031","0750","0","W","03","55","RAMP RD","2","1","67"
"2019019247","4","4","2009","0051","0","S","2","30","ARAMINGO AV","2","3","67"
"2019032404","3","4","","","","W","02","25","CHELTEN AV","4","","67"
"2019032430","3","3","2004","0010","1712","E","2","25","MARKET ST","2","3","67"
"2019053041","5","3","0232","0003","0","S","3","25","OXFORD CR","2","3","67"
"2019099010","3","3","0676","0010","1713","E","2","55","VINE STREET EX","1","1","67"
"2019020315","3","5","","","","N","02","35","33RD ST","4","","67"
"2019032167","4","3","","","","N","01","20","OLD LINE RD","4","","67"
"2019032447","3","3","2008","0002","618","W","02","25","GIRARD AV","2","3","67"
"2019029438","3","3","","","","E","02","25","MANHEIM ST","4","","67"
"2019018880","5","4","","","","N","02","35","ADAMS AV","4","","67"
"2019035187","5","4","","","","W","05","25","CALLOWHILL ST","4","","67"
"2019072229","3","3","0095","0254","986","N","5","55","DELAWARE EX","1","1","67"
"2019032437","5","5","","","","N","02","25","TABOR AV","4","","67"
"2019032490","4","4","","","","N","02","25","26TH ST","4","","67"
"2019035185","3","3","2008","0004","286","E","2","25","GIRARD AV","2","3","67"
"2019032439","4","3","","","","E","1","25","ABBOTTSFORD AV","4","","67"
"2019034081","3","3","","","","N","02","35","WHITAKER AV","4","","67"
"2019026992","3","3","4005","0040","82","S","02","25","GERMANTOWN AV","2","3","67"
"2019029375","3","4","","","","W","02","25","RITTENHOUSE ST","4","","67"
"2019026998","8","8","","","","S","02","25","THIRTYFOURTH ST","4","","67"
"2019072318","4","4","3011","0050","1553","S","2","25","TWENTYNINTH ST","2","3","67"
"2019032415","3","3","4021","0010","1070","N","2","25","MT AIRY AV","2","3","67"
"2019035221","3","3","3010","0110","1355","E","2","25","MARKET ST","2","3","67"
"2019035179","3","4","","","","W","01","30","HAMILTON ST","4","","67"
"2019077265","3","3","","","","W","01","20","WESTMINSTER AV","4","","67"
"2019032437","4","4","0073","0011","2447","W","2","30","COTTMAN AV","2","3","67"
"2019029434","5","5","3015","0075","873","S","1","35","COBBS CREEK PY","2","3","67"
"2019023134","3","3","8023","0500","850","S","2","20","RAMP RD","2","1","67"
"2019024040","5","5","","","","W","02","","66TH AV","4","","67"
"2019029433","3","3","1011","0020","2024","W","2","25","WILLITS RD","2","3","67"
"2019098299","3","3","","","","S","01","20","NEWTOWN AV","4","","67"
"2019026262","3","4","","","","N","02","20","FRONT ST","4","","67"
"2019029437","3","4","","","","W","02","25","VINE ST","4","","67"
"2019029408","3","4","3022","0010","0","E","3","25","PENN SQ","2","3","67"
"2019022078","3","3","0095","0274","1928","N","4","55","DELAWARE EX","1","1","67"
"2019024685","3","3","8061","0760","131","W","4","45","RAMP RD","2","1","67"
"2019032471","4","4","","","","N","04","25","18TH ST","4","","67"
"2019023140","3","4","","","","N","02","20","ALGARD ST","4","","67"
"2019026987","3","4","","","","S","02","30","13TH ST","4","","67"
"2019024755","4","4","","","","S","02","25","21ST ST","4","","67"
"2019098041","3","3","1003","0020","474","N","2","35","WHITAKER AV","2","3","67"
"2019029373","5","5","3031","0010","374","N","2","35","MARSHALL RD","2","3","67"
"2019029425","5","4","3019","0041","0","W","2","35","ESSINGTON AV","2","3","67"
"2019032487","4","4","","","","N","02","25","22ND ST","4","","67"
"2019029435","4","4","3005","0141","374","S","2","35","BELMONT AV","2","3","67"
"2019099718","3","3","0076","3394","2307","E","3","50","SCHUYLKILL EX","1","1","67"
"2019029370","3","4","","","","E","02","25","MOUNT PLEASANT AV","4","","67"
"2019019678","3","3","2010","0040","262","E","2","25","CECIL B MOORE AV","2","3","67"
"2019024015","4","3","","","","S","01","25","EDGEMONT ST","4","","67"
"2019032476","3","3","","","","N","02","25","S 13TH ST","4","","67"
"2019022947","3","3","","","","N","02","25","BLACK RD","4","","67"
"2019032428","3","3","2007","0050","446","N","2","25","FRANKFORD AV","2","3","67"
"2019095138","3","4","","","","S","01","25","N 15TH ST","4","","67"
"2019098709","3","3","0095","0140","1944","N","3","55","DELAWARE EX","1","1","67"
"2019018063","4","4","3005","0151","19","S","2","30","BELMONT AV","2","3","67"
"2019032455","3","3","0030","0050","410","E","2","30","GIRARD AV","2","3","67"
"2019029803","3","3","1015","0011","892","S","2","35","KNIGHTS RD","2","3","67"
"2019050505","3","3","0095","0205","57","S","4","55","DELAWARE EX","1","1","67"
"2019032458","3","4","","","","S","02","25","ALDER ST","4","","67"
"2019026998","6","6","0030","0071","1106","W","2","50","GIRARD AV","2","3","67"
"2019027000","3","4","","","","N","02","25","KENYON ST","4","","67"
"2019018063","5","5","","","","W","02","25","CHAMOUNIX DR","4","","67"
"2019032486","4","4","","","","N","02","25","54TH ST","4","","67"
"2019013743","3","3","0001","0061","606","S","2","35","CITY AV","2","3","67"
"2019018748","3","3","0095","0135","2881","S","4","55","DELAWARE EX","1","1","67"
"2019031990","3","3","0001","0091","829","S","3","50","ROOSEVELT BOULEVARD EX","2","1","67"
"2019031986","4","4","3017","0061","1537","S","2","35","FIFTYSECOND ST","2","3","67"
"2019024178","4","3","","","","S","01","25","KEYSTONE ST","4","","67"
"2019072318","3","3","2012","0010","1625","E","1","25","DAUPHIN ST","2","3","67"
"2019062777","6","6","","","","S","02","35","N 22ND ST","4","","67"
"2019098448","3","3","0291","0090","685","E","2","45","PENROSE AV","2","2","67"
"2019032402","6","3","3003","0040","2333","N","02","35","THIRTYFOURTH ST","2","3","67"
"2019035189","4","3","","","","W","02","25","WISTER ST","4","","67"
"2019029792","5","5","3013","0010","0","N","2","35","ISLAND AV","2","3","67"
"2019029817","3","3","3007","0111","2856","S","2","35","KELLY DR","2","3","67"
"2019032483","3","3","0003","0031","0","W","2","35","WALNUT ST","2","3","67"
"2019027000","4","3","","","","E","02","25","ARMAT ST","4","","67"
"2019029426","4","4","","","","S","02","25","COBBS CREEK PY","4","","67"
"2019032393","3","3","3006","0011","613","W","3","25","WALNUT ST","2","3","67"
"2019028198","3","3","0001","0201","1643","S","3","40","ROOSEVELT BL","2","3","67"
"2019029940","5","5","","","","E","01","25","DEVEREAUX AV","4","","67"
"2019022179","3","3","","","","E","02","30","OREGON AV","4","","67"
"2019029426","3","3","3015","0030","0","S","02","25","COBBS CREEK PY","2","3","67"
"2019062777","3","3","2014","0020","3118","B","2","30","LEHIGH AV","2","3","67"
"2019096995","3","3","","","","E","02","30","WALNUT ST","4","","67"
"2019097033","3","3","1014","0030","3339","E","2","35","RHAWN ST","2","3","67"
"2019030618","4","4","0001","0051","1360","S","2","35","CITY AV","2","3","67"
"2019095046","3","3","0095","0290","106","N","4","55","DELAWARE EX","1","1","67"
"2019024491","4","4","1002","0081","0","W","2","35","ADAMS AV","2","3","67"
"2019071066","4","4","","","","S","02","25","44TH ST","4","","67"
"2019032425","4","4","","","","S","02","25","55TH ST","4","","67"
"2019021337","3","3","1004","0090","229","W","2","30","TORRESDALE AV","2","3","67"
"2019035192","3","3","4001","0040","0","N","2","35","HENRY AV","2","3","67"
"2019020919","3","3","2009","0020","0","N","2","30","ARAMINGO AV","2","3","67"
"2019021016","5","5","","","","E","02","25","LUZERNE ST","4","","67"
"2019021905","3","3","","","","E","02","25","MOREFIELD RD","4","","67"
"2019016873","5","5","","","","N","02","25","ARTHUR ST","4","","67"
"2019024596","3","3","8023","0260","332","N","01","20","RAMP RD","2","1","67"
"2019022048","3","3","2014","0090","1582","E","2","25","LEHIGH AV","2","3","67"
"2019095248","4","4","0003","0025","0","W","2","35","COBBS CREEK PY","2","3","67"
"2019071675","3","3","0001","0260","0","N","3","40","ROOSEVELT BL","2","3","67"
"2019032425","3","3","3017","0010","2157","E","2","25","WHITBY AV","2","3","67"
"2019095114","4","4","1008","0060","1118","E","4","25","LEVICK ST","2","3","67"
"2019022018","3","3","","","","W","02","20","CAMBRIA ST","4","","67"
"2019029413","3","3","3014","0041","181","W","01","25","SPRING GARDEN ST","2","3","67"
"2019096318","3","3","3025","0011","1392","S","2","35","LINDBERGH BL","2","3","67"
"2019029801","3","3","0532","0020","459","N","2","35","BUSTLETON AV","2","3","67"
"2019022021","5","4","","","","W","02","25","SOUTH ST","4","","67"
"2019098339","3","3","0076","3424","1615","E","3","50","SCHUYLKILL EX","1","1","67"
"2019034062","3","3","4005","0010","636","N","2","25","GERMANTOWN AV","2","3","67"
"2019032410","3","3","","","","W","02","25","SPENCER ST","4","","67"
"2019071068","4","4","","","","N","02","40","DELANCEY ST","4","","67"
"2019029454","3","5","","","","S","02","25","EIGHTH ST","4","","67"
"2019095248","6","6","3015","0075","1435","S","1","35","COBBS CREEK PY","2","3","67"
"2019023044","4","4","","","","N","02","20","BUTLER ST","4","","67"
"2019029449","3","3","","","","S","02","25","STENTON AV","4","","67"
"2019029430","3","3","3006","0011","2012","W","3","25","WALNUT ST","2","3","67"
"2019031714","3","3","6001","0351","470","S","3","45","ROOSEVELT BL","2","3","67"
"2019035192","5","5","4011","0020","0","E","2","35","MIDVALE AV","2","3","67"
"2019032432","4","4","2018","0011","0","W","2","35","BETHLEHEM PK","2","3","46"
"2019023731","4","3","","","","W","01","25","LANSDOWNE AV","4","","67"
"2019071691","3","3","","","","S","99","20","N 9TH ST","4","","67"
"2019026120","3","3","","","","S","02","35","34TH ST","4","","67"
"2019024178","3","4","","","","E","02","20","VAN KIRK ST","4","","67"
"2019027570","4","3","","","","E","99","20","WOLF ST","4","","67"
"2019031596","3","3","3023","0010","2071","B","2","25","SIXTYFIFTH ST","2","3","67"
"2019027782","3","3","0095","0275","103","S","4","55","DELAWARE EX","1","1","67"
"2019031694","3","3","","","","N","01","25","S 54TH ST","4","","67"
"2019031716","5","5","","","","N","01","","GILLESPIE ST","4","","67"
"2019023131","3","3","1014","0060","575","E","2","35","RHAWN ST","2","3","67"
"2019023181","3","3","0095","0294","183","N","4","55","DELAWARE EX","1","1","67"
"2019031930","5","5","6001","0340","0","N","3","45","ROOSEVELT BL","2","3","67"
"2019031974","4","4","0291","0091","720","S","2","35","PENROSE AV","2","3","67"
"2019032388","4","4","","","","N","02","25","45TH ST","4","","67"
"2019032443","4","4","","","","S","02","35","23RD ST","4","","67"
"2019023241","5","5","3028","0010","0","N","2","25","JOHN F KENNEDY BL","2","3","67"
"2019023548","3","3","0611","0090","0","N","2","30","BROAD ST","2","3","67"
"2019032876","4","3","","","","E","02","25","E CAYUGA ST","4","","67"
"2019023793","4","5","","","","E","04","35","E ROOSEVELT BL","4","","67"
"2019018512","4","4","0611","0131","667","S","2","30","BROAD ST","2","3","67"
"2019002766","3","3","0095","0124","1394","N","3","55","DELAWARE EX","1","1","67"
"2019023895","4","3","","","","W","02","25","E TABOR RD","4","","67"
"2019028358","3","3","0291","0060","7347","E","2","45","PENROSE AV","2","3","67"
"2019018979","3","3","0013","0280","466","N","3","30","FRANKFORD AV","2","3","67"
"2019024161","4","4","0611","0101","0","S","3","30","BROAD ST","2","3","67"
"2019019052","3","4","","","","S","02","35","MILNOR ST","4","","67"
"2019019233","6","6","0030","0120","2232","E","2","40","LANCASTER AV","2","3","46"
"2019024565","4","3","","","","W","01","20","POWELTON AV","4","","67"
"2019024588","4","4","8025","0010","0","N","1","20","RAMP RD","2","1","67"
"2019028805","4","3","","","","N","02","25","N 17TH ST","4","","67"
"2019019396","5","5","1009","0071","1743","S","2","25","BUSTLETON AV","2","3","67"
"2019025065","4","4","","","","U","02","30","LINCOLN DR","4","","67"
"2019020624","4","4","8019","0250","2639","S","2","20","RAMP D RD","2","1","67"
"2019025212","7","6","1018","0031","60","W","2","25","GRANT AV","2","3","67"
"2019029393","4","3","","","","S","01","25","22ND ST","4","","67"
"2019029461","5","5","","","","E","03","20","SHUNK ST","4","","67"
"2019029551","3","3","0676","0005","88","W","3","55","VINE STREET EX","1","1","67"
"2019021058","4","4","8009","0510","0","W","2","20","RAMP RD","2","1","67"
"2019029765","4","4","0013","0204","0","N","2","25","FRANKFORD AV","2","3","67"
"2019029813","3","3","2018","0010","0","N","2","35","BETHLEHEM PK","2","3","46"
"2019029853","4","3","","","","S","02","25","N 9TH ST","4","","67"
"2019025630","3","3","0001","0331","1721","S","3","45","ROOSEVELT BL","2","3","67"
"2019021443","3","3","0095","0245","1451","S","4","55","DELAWARE EX","1","1","67"
"2019026083","3","3","1004","0090","998","U","2","30","TORRESDALE AV","2","3","67"
"2019026200","3","3","0095","0300","2240","N","4","55","DELAWARE EX","1","1","67"
"2019030728","4","3","","","","W","02","20","WHARTON ST","4","","67"
"2019003371","3","3","","","","S","02","25","LINCOLN DR","4","","67"
"2019026550","3","3","3009","0040","885","S","2","25","RIDGE AV","2","3","67"
"2019030959","4","4","","","","E","99","20","LOCUST ST","4","","67"
"2019030961","4","4","","","","S","02","25","S 59TH ST","4","","67"
"2019026807","8","8","3043","0010","0","N","2","35","HAVERFORD RD","2","3","46"
"2019027078","3","3","","","","N","02","25","DUNKS FERRY RD","4","","67"
"2019027210","3","3","","","","W","04","45","WALT WHITMAN BR","4","","67"
"2019080649","3","3","1003","0010","16","S","2","25","B ST","2","3","67"
"2019055434","3","3","1009","0060","1452","N","2","25","BUSTLETON AV","2","3","67"
"2019061684","4","4","","","","N","99","25","FOX ST","4","","67"
"2019067415","4","4","1007","0051","0","S","2","35","TACONY ST","2","3","67"
"2019055527","4","4","3007","0031","0","S","3","30","BENJAMIN FRANKLIN PY","2","3","67"
"2019055672","3","3","","","","U","01","20","MAGNOLIA ST","4","","67"
"2019055726","3","3","0095","0234","75","N","4","55","DELAWARE EX","1","1","67"
"2019062169","3","3","","","","N","99","25","KENSINGTON AV","4","","67"
"2019062211","3","3","0095","0151","1001","S","3","55","DELAWARE EX","1","1","67"
"2019084056","3","3","","","","N","02","25","MANAYUNK AV","4","","67"
"2019055933","3","3","0095","0221","96","S","3","55","DELAWARE EX","1","1","67"
"2019056137","3","3","","","","W","01","20","W MASTER ST","4","","67"
"2019062485","4","4","8004","0510","835","N","1","20","RAMP C RD","2","1","67"
"2019081769","3","3","0095","0185","366","S","3","55","DELAWARE EX","1","1","67"
"2019056402","4","4","","","","U","02","30","CRESCENTVILLE RD","4","","67"
"2019063006","3","3","0076","3440","2556","E","2","50","SCHUYLKILL EX","1","1","67"
"2019067442","5","5","8021","0010","0","N","1","20","RAMP B RD","2","1","67"
"2019067709","3","3","0001","0010","0","N","2","35","CITY AV","2","3","67"
"2019067759","3","3","0013","0280","0","N","2","30","FRANKFORD AV","2","3","67"
"2019051564","3","3","0076","3461","1006","W","2","50","SCHUYLKILL EX","1","1","67"
"2019056808","3","3","0076","3464","673","E","3","50","SCHUYLKILL EX","1","1","67"
"2019063128","3","3","0095","0235","2073","S","4","55","DELAWARE EX","1","1","67"
"2019067814","3","3","1007","0040","0","N","2","25","TACONY ST","2","3","67"
"2019068163","3","3","0003","0030","1798","E","3","35","CHESTNUT ST","2","3","67"
"2019051990","3","3","0095","0165","4","S","3","55","DELAWARE EX","1","1","67"
"2019057296","4","4","4019","0020","2036","B","2","25","WASHINGTON LN","2","3","67"
"2019063553","3","3","0095","0264","144","N","3","55","DELAWARE EX","1","1","67"
"2019068220","3","3","","","","S","01","25","RORER ST","4","","67"
"2019068430","3","3","0676","0005","2200","W","3","55","VINE STREET EX","1","1","67"
"2019052052","4","3","","","","S","01","20","OLD YORK RD","4","","67"
"2019052167","3","4","","","","N","01","20","MAGNOLIA ST","4","","67"
"2019057487","3","3","3004","0040","0","E","2","35","SIXTYTHIRD ST","2","3","67"
"2019057553","3","3","1009","0081","1355","S","2","25","BUSTLETON AV","2","3","67"
"2019063925","3","3","","","","N","02","25","N 2ND ST","4","","67"
"2019068809","4","3","","","","W","02","30","LEVERINGTON AV","4","","67"
"2019052512","4","4","0611","0021","391","S","3","30","BROAD ST","2","3","67"
"2019052555","4","4","0013","0241","2182","S","2","30","FRANKFORD AV","2","3","67"
"2019057976","3","3","0611","0020","389","N","3","30","BROAD ST","2","3","67"
"2019064317","3","3","0095","0234","1344","N","4","55","DELAWARE EX","1","1","67"
"2019069219","5","4","","","","W","02","25","W OLNEY AV","4","","67"
"2019052606","3","3","0095","0145","2535","S","4","55","DELAWARE EX","1","1","67"
"2019052744","3","3","2016","0110","0","W","2","30","ALLEGHENY AV","2","3","67"
"2019052773","3","3","2676","0014","895","E","2","25","VINE ST","2","3","67"
"2019058655","3","3","2008","0020","1850","B","2","25","GIRARD AV","2","3","67"
"2019064575","4","3","","","","N","02","25","I ST","4","","67"
"2019069425","3","3","0076","3444","3501","E","2","50","SCHUYLKILL EX","1","1","67"
"2019053042","3","3","0001","0240","0","E","3","40","ROOSEVELT BL","2","3","67"
"2019058850","3","3","","","","W","99","20","GREEN LN","4","","67"
"2019064902","3","3","","","","W","02","35","HOLSTEIN AV","4","","67"
"2019053245","3","3","1002","0080","0","E","2","35","ADAMS AV","2","3","67"
"2019053287","4","3","","","","W","04","20","W ROCKLAND ST","4","","67"
"2019059237","3","3","0095","0315","473","S","3","55","DELAWARE EX","1","1","67"
"2019065131","4","3","","","","N","02","","SAUL ST","4","","67"
"2019065222","3","3","0676","0002","865","E","3","55","VINE STREET EX","1","1","67"
"2019081384","3","3","0095","0314","780","N","3","55","DELAWARE EX","1","1","67"
"2019053483","3","3","0073","0080","0","U","3","30","COTTMAN AV","2","3","67"
"2019053523","5","5","","","","W","02","25","W LEHIGH AV","4","","67"
"2019053560","5","5","","","","W","02","25","DIAMOND ST","4","","67"
"2019059541","4","3","","","","S","02","25","E ROUMFORT RD","4","","67"
"2019059565","5","5","","","","U","99","","EVERETT AV","4","","67"
"2019059805","4","4","1009","0061","2017","S","2","25","BUSTLETON AV","2","3","67"
"2019053941","3","3","","","","S","02","20","N 20TH ST","4","","67"
"2019065805","4","4","","","","S","99","25","TABOR AV","4","","67"
"2019080636","3","3","","","","E","01","20","ARCH ST","4","","67"
"2019060524","3","4","","","","N","02","25","WYNCOTE AV","4","","67"
"2019065924","4","3","","","","S","02","25","S 59TH ST","4","","67"
"2019082542","3","3","0003","0100","2327","E","2","35","CHESTNUT ST","2","3","67"
"2019054638","3","3","0076","3414","1376","E","3","50","SCHUYLKILL EX","1","1","67"
"2019054785","3","3","2016","0040","1046","W","2","30","ALLEGHENY AV","2","3","67"
"2019060945","3","3","0095","0145","674","S","4","55","DELAWARE EX","1","1","67"
"2019060974","4","3","","","","N","01","30","N FRONT ST","4","","67"
"2019061044","6","6","","","","W","99","30","CONSHOHOCKEN AV","4","","67"
"2019054898","4","4","","","","S","02","","FORTYEIGHTH ST","4","","67"
"2019054934","3","4","","","","N","02","25","YORK ST","4","","67"
"2019055018","4","4","1007","0041","0","S","2","25","TACONY ST","2","3","67"
"2019061161","3","3","0095","0321","2566","S","3","55","DELAWARE EX","1","1","67"
"2019061480","3","3","3021","0010","1639","W","2","25","ELMWOOD AV","2","3","67"
"2019066566","3","3","0232","0032","1236","S","2","25","OXFORD AV","2","3","67"
"2019066790","3","3","0095","0264","3785","N","3","55","DELAWARE EX","1","1","67"
"2019075325","3","3","0095","0311","414","S","4","55","DELAWARE EX","1","1","67"
"2019018569","4","4","4001","0071","400","S","2","35","HENRY AV","2","3","67"
"2019088315","5","5","","","","S","99","20","S 8TH ST","4","","67"
"2019016873","3","3","1016","0030","718","E","2","30","HOLME AV","2","3","67"
"2019032495","3","3","","","","S","04","25","SIXTYFIRST ST","4","","67"
"2019027405","4","4","0611","0121","1698","S","2","30","BROAD ST","2","3","67"
"2019029809","4","4","0013","0171","1159","S","2","30","HUNTING PARK AV","2","3","67"
"2019018446","3","4","","","","E","02","25","LOUDON ST","4","","67"
"2019032492","3","3","4007","0020","813","N","2","25","WAYNE AV","2","3","67"
"2019019459","3","3","","","","N","01","20","W CAYUGA ST","4","","67"
"2019096940","3","3","0095","0304","2542","N","4","55","DELAWARE EX","1","1","67"
"2019035194","3","3","","","","N","02","25","S 50TH ST","4","","67"
"2019096833","3","3","1004","0070","1764","B","2","30","ERIE AV","2","3","67"
"2019029388","6","6","","","","N","02","25","SEVENTH ST","4","","67"
"2019032471","3","3","3037","0023","913","S","4","35","JOHN F KENNEDY BL","2","3","67"
"2019022502","4","5","G446","0070","158","E","2","25","HOLME CR","4","3","67"
"2019027324","3","3","0676","0010","1765","E","2","55","VINE STREET EX","1","1","67"
"2019095759","4","4","1018","0041","0","W","2","45","GRANT AV","2","3","67"
"2019035178","4","4","1009","0081","563","S","2","25","BUSTLETON AV","2","3","67"
"2019019384","3","3","2003","0074","223","N","2","25","FIFTH ST","2","3","67"
"2019029408","5","5","","","","N","02","25","JUNIPER ST","4","","67"
"2019029894","5","5","","","","S","01","20","ERDRICK ST","4","","67"
"2019034080","4","3","","","","E","02","20","TYSON AV","4","","67"
"2019061730","3","3","2007","0080","468","N","2","25","FRANKFORD AV","2","3","67"
