"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2019009117","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2019015525","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2020002964","N","U","N","U","U","U","9","U","U","01000","N","","","","","","","","N","","","","","1"
"2020013625","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2020024196","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2019019456","N","Y","Y","Y","Y","Y","1","Y","Y","00050","N","","","","","","","","N","","","","","2"
"2019030134","N","Y","N","N","N","N","0","Y","N","01000","N","","","","","","","","N","","","","","2"
"2019032060","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2019042723","N","N","N","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2019047376","U","Y","U","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2019047921","N","N","U","N","U","U","9","Y","N","00674","N","","","","","","","","N","","","","","1"
"2019049291","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2019050143","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2019050168","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2019050997","Y","N","Y","Y","U","U","9","Y","Y","01340","N","","","","","","","","N","","","","","2"
