"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","15","N","2008027002","1","1","","1","12","Y","FORD","2006","02","1","","1","00","E","999","","","1","01","03","01","06","PA","1","06","1FMYU93176K","PUT"
"","04","N","2008027022","9","1","","1","06","U","NISS","2000","01","1","","1","00","W","999","0","","1","01","99","99","01","PA","1","01","1N4DL01D6YC","P4D"
"","15","N","2008027032","2","1","","3","06","Y","TOYT","1994","01","6","","1","00","S","999","","","2","01","02","01","01","PA","3","06","JT3DJ81W1R0","PUT"
"","04","N","2008027049","2","1","","1","01","Y","MITS","1995","01","2","","1","00","N","999","","","2","01","04","01","01","PA","2","01","4A3AJ56G2SE","P4D"
"","04","N","2008027061","3","1","","1","09","Y","DODG","2005","01","1","","1","00","E","999","","","2","01","07","01","13","PA","3","01","1B3EL46X95N","P4D"
"","09","N","2008015678","3","1","","1","06","Y","TOYT","","01","3","","1","00","E","000","0","","2","01","05","03","03","IL","3","01","JT3HN87RW01","P"
"","15","N","2008034050","1","1","","1","06","Y","NISS","2006","01","1","","1","00","S","005","","","2","01","07","02","03","PA","3","01","5N1AR18W66C","PUT"
"","04","N","2008040044","2","1","","1","11","Y","LINC","2004","01","1","","1","00","S","999","0","","1","01","07","12","00","PA","1","01","1LNHM81W44Y","P4D"
"","04","N","2008040101","3","1","","1","08","N","TOYT","1992","01","3","","1","00","W","999","0","","1","01","04","99","99","PA","1","01","4T1SK12EXNU","P4D"
"","03","N","2008040133","1","1","","1","03","Y","FORD","1991","02","1","","4","00","E","999","0","","2","01","02","16","06","PA","2","01","1FACP42E8MF","P2H"
"","12","N","2008040093","3","1","","1","12","Y","TOYT","2005","02","1","","3","00","N","999","0","","1","01","07","17","01","PA","1","07","5TDZA23C35S","PSV"
"","04","N","2008028825","3","1","","1","12","Y","CHRY","1998","01","1","","1","00","E","005","0","","1","01","02","01","06","PA","1","01","2C3HD46R7WH","P4D"
"","03","N","2008030244","3","1","","1","11","Y","MITS","2001","02","1","","1","00","S","045","0","","1","01","05","01","03","PA","1","01","4A3AC44G91E","P2H"
"","04","N","2008023720","3","1","","1","09","Y","FORD","1988","01","1","","1","00","W","999","0","","2","01","12","01","02","PA","3","01","1FABP50UXJA","P4D"
"","09","N","2008035873","9","4","","1","12","U","UNKN","","99","1","","1","00","E","025","0","","1","05","01","01","03","","1","01","",""
"","04","N","2008038525","1","1","","1","03","Y","STRN","1997","02","2","","1","00","N","060","0","","2","01","08","01","06","PA","2","01","1G8ZK5272VZ","P4D"
"","06","N","2008023981","1","1","","1","02","Y","SUBA","1990","02","1","","1","00","W","000","","","2","01","01","03","03","PA","2","01","4S4BJ63C0L7","PSW"
"","","N","2008026616","3","1","","1","03","","","","","1","","1","00","W","999","","","2","11","99","01","07","","2","20","",""
"","01","N","2008026631","2","1","","1","01","Y","HOND","2000","01","2","","1","00","W","999","0","","1","01","03","01","06","NY","1","01","1HGCG3259YA","PCP"
"","04","N","2008026687","3","1","","3","06","Y","ACUR","2002","01","3","","1","00","E","999","0","","2","01","05","10","01","NJ","2","01","19UUA56612A","P4D"
"","04","N","2008026707","2","1","","1","12","N","FORD","1998","01","1","","1","00","W","999","0","","1","01","01","10","01","PA","1","01","1FAFP52U0WA","P4D"
"","41","N","2008026634","1","1","","1","01","Y","CHEV","2007","02","1","","1","00","E","025","0","","1","01","03","01","03","PA","1","07","1GCGG25V871","TCG"
"","51","N","2008029179","1","2","","1","11","Y","FORD","1989","","0","","1","00","N","000","0","","4","02","05","06","98","PA","2","04","1FTEF15N9KN","TPK"
"","05","N","2008029496","3","1","","1","01","Y","MAZD","2006","01","2","","1","00","E","999","","","2","01","01","99","00","MD","3","01","JM1BK343861","P4H"
"","05","N","2008021516","1","1","","1","06","Y","KIA","2001","01","1","","1","00","N","000","","","2","01","04","03","04","PA","2","01","KNAFB161315","P4H"
"0","05","N","2008071910","3","1","0","1","06","U","SAA","2001","01","2","06","1","00","N","999","0","0","2","01","05","01","03","PA","1","01","YS3DD58H712","P4H"
"","04","N","2008071919","3","1","","9","10","Y","KIA","2008","02","1","","1","00","N","999","","","2","01","01","01","03","NJ","2","01","KNAFE122485","P4D"
"","04","N","2008060907","3","1","","1","12","Y","VOLV","2006","02","1","","1","00","E","999","","","1","01","03","01","06","NJ","1","01","YV1MS382662","P4D"
"","01","N","2008059825","2","1","","1","05","Y","PONT","2003","01","4","","1","00","S","020","0","","2","01","07","02","01","PA","2","01","1G2NW12E03C","PCP"
"","04","N","2008062281","3","1","","1","12","Y","MRCU","2002","01","1","","1","00","N","070","0","","1","01","07","15","03","PA","1","01","1MEHM50U32A","P4D"
"","04","N","2008062162","2","1","","1","11","Y","FORD","2001","01","1","","1","00","N","035","","","1","01","01","01","01","PA","1","01","1FAFP55U31A","P4D"
"","02","N","2008059883","2","1","","1","11","Y","LEXS","1993","01","1","","1","00","S","999","","","2","01","05","01","06","PA","2","01","JT8JZ31C5P0","PCP"
"","02","N","2008069379","2","1","","1","02","Y","HOND","1999","02","2","","3","00","S","999","0","","1","01","07","17","03","PA","1","01","1HGEJ8247XL","PCP"
"","04","N","2008072797","3","1","","1","10","Y","NISS","1994","01","5","","1","00","N","010","0","","2","01","05","10","01","PA","2","01","JN1EB31P5RU","P4D"
"","04","N","2008070672","3","2","","1","12","Y","CHEV","1989","","0","","2","00","","000","","","3","02","03","06","01","PA","2","01","1G1AW51W7K6","P4D"
"","04","N","2008070679","3","1","","1","12","Y","TOYT","1993","01","1","","1","00","E","999","","","1","01","02","01","03","PA","2","01","4T1VK13E5PU","P4D"
"","04","N","2008069472","3","1","","1","12","U","OLDS","2000","01","1","","1","00","N","999","0","","1","01","05","01","03","PA","1","01","1G3WX52H0YF","P4D"
"","04","N","2008069525","3","1","","1","10","Y","ACUR","1994","01","1","","1","00","E","999","","","2","01","04","01","03","PA","1","01","JH4KA7679RC","P4D"
"","02","N","2008070696","2","1","","1","03","U","BUIC","1995","02","1","","1","00","N","999","0","","2","01","04","12","04","PA","2","01","1G4GD2219S4","PCP"
"","04","N","2008060867","3","1","","1","09","Y","KIA","2007","01","1","","3","00","E","045","","","2","01","02","17","01","PA","1","01","KNAGE123475","P4D"
"","04","N","2008044915","3","1","","1","12","Y","BUIC","2000","02","1","","1","00","E","999","","","1","01","12","01","03","PA","1","01","1G4HR54K7YU","P4D"
"","01","N","2008043958","2","1","","1","11","U","FORD","2008","03","1","","1","00","N","999","0","","1","01","03","01","06","NY","1","01","1ZVHT80N785","PCP"
"","06","N","2008047501","1","1","","1","12","Y","VOLV","2001","01","2","","1","00","W","060","0","","2","01","01","01","03","PA","2","06","YV1SZ58D411","PSW"
"","04","N","2008047571","3","1","","1","12","U","FORD","2004","01","1","","1","00","N","999","0","","1","01","02","01","01","PA","1","01","1FAFP55274A","P4D"
