"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2015025091","N","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2015042893","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2015047634","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2015049058","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2015049101","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2016000967","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2016001015","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2016001457","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2016007530","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2016014331","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2015053949","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2015056462","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2015056966","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2015059101","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2015059126","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2015061892","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2015061917","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2015061932","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2015064013","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2015070108","","","","","","","","","","","","","","","","","","","","U","N","N","U","3"
"2015070133","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2015072964","N","Y","Y","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","1"
