"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2013086188","4","4","4002","0120","0","E","2","30","GODFREY AV","2","3","67"
"2013086191","3","3","","","","E","01","10","IONIC ST","4","","67"
"2013086194","3","3","4002","0100","1803","N","02","35","STENTON AV","2","3","67"
"2013086202","3","3","","","","N","01","25","THIRTEENTH ST","4","","67"
"2013086208","3","3","0611","0120","468","N","2","30","BROAD ST","2","3","67"
"2013086214","3","3","3010","0010","947","E","1","25","MARKET ST","2","3","67"
"2013086222","3","3","3019","0091","103","S","2","35","PASSYUNK AV","2","3","67"
"2013086226","3","4","","","","N","01","","DEWEY ST","4","","67"
"2013086229","3","3","0073","0110","1146","N","2","35","NEW STATE RD","2","3","67"
"2013086234","4","3","","","","U","01","25","SOMERSET ST","4","","67"
"2013086238","4","3","","","","W","02","25","NEDRO AV","4","","67"
"2013086243","3","4","","","","W","01","","SANSOM ST","4","","67"
"2013086247","3","4","","","","S","02","25","BANCROFT ST","4","","67"
"2013086253","3","3","0013","0201","783","S","03","25","LEVICK ST","2","3","67"
"2013086258","4","4","","","","N","02","","FIFTH ST","4","","67"
"2013086262","3","4","","","","E","02","25","POPLAR ST","4","","67"
"2013086266","4","3","","","","S","02","25","KESWICK RD","4","","67"
"2013086270","4","4","0611","0151","566","S","2","30","BROAD ST","2","3","67"
"2013086274","5","5","","","","E","02","25","CLARENDON AV","4","","67"
"2013086277","3","3","0001","0161","0","S","3","40","ROOSEVELT BL","2","3","67"
"2013092647","3","3","0611","0004","0","N","03","35","BROAD ST","2","3","67"
"2013086534","4","4","8001","0750","705","N","2","","","2","1","67"
"2013088077","4","4","0611","0101","584","S","02","30","BROAD ST","2","3","67"
"2013088106","3","3","0611","0041","126","S","2","30","BROAD ST","2","3","67"
"2013088111","4","4","","","","S","02","25","FIFTYSIXTH ST","4","","67"
"2013088147","3","3","0001","0030","1564","N","2","35","CITY AV","2","3","67"
"2013086656","3","3","3010","0030","1072","E","2","25","MARKET ST","2","3","67"
"2013086660","3","3","2001","0170","0","S","2","25","RICHMOND ST","2","3","67"
"2013086665","4","4","","","","N","02","35","FIFTYSEVENTH ST","4","","67"
"2013088218","3","3","0076","3450","1546","E","2","50","SCHUYLKILL EX","1","","67"
"2013091202","3","3","0076","3434","2267","E","03","50","SCHUYLKILL EX","1","1","67"
"2013093117","3","3","2007","0151","1612","S","02","30","FRANKFORD AV","2","3","67"
"2013093121","5","5","","","","W","02","25","TUSTIN AV","4","","67"
"2013093125","3","3","0001","0240","2773","N","03","40","ROOSEVELT BL","2","3","67"
"2013093131","3","4","","","","N","02","25","G ST","4","","67"
"2013093136","4","4","","","","S","02","25","ROWLAND ST","4","","67"
"2013093139","4","4","1013","0111","2330","S","01","35","ACADEMY RD","2","3","67"
"2013093144","3","4","","","","N","01","25","FIFTH ST","4","","67"
"2013093148","3","4","","","","U","02","25","BARRINGER ST","4","","67"
"2013093152","3","3","0001","0201","0","S","03","40","ROOSEVELT BL","2","3","67"
"2013093157","3","3","3019","0040","1327","N","2","35","ESSINGTON AV","2","3","67"
"2013093164","4","3","","","","S","02","25","RISING SUN AV","4","","67"
"2013093169","4","4","","","","E","02","25","RED LION RD","4","","67"
"2013093173","3","3","2007","0070","1339","S","02","25","FRANKFORD AV","2","3","67"
"2013093177","3","3","4005","0010","636","N","02","25","GERMANTOWN AV","2","3","67"
"2013093180","3","3","0013","0230","1950","N","02","30","FRANKFORD AV","2","3","67"
"2013093184","3","3","3009","0044","2009","N","02","25","RIDGE AV","2","3","67"
