"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2013121471","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2013121508","","","","","","","","","","","","","","","","","","","","N","U","N","U","2"
"2013122465","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2013124665","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013125860","","","","","","","","","","","","","","","","","","","","N","U","N","N","2"
"2013125908","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013125967","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2013126148","Y","N","U","N","U","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","2"
"2013129473","","","","","","","","","","","","","","","","","","","","U","Y","N","U","3"
"2013130054","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013130125","","","","","","","","","","","","","","","","","","","","N","Y","N","N","2"
"2014000970","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2014001030","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2013016195","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013022313","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2014031992","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013029659","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013046243","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2013047203","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013047262","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013047815","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013050311","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013055462","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013055608","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013055621","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013055903","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013055929","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2013055999","N","Y","N","N","Y","","0","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2013062577","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013062612","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013062663","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2013065299","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2013065319","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013065386","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013065572","N","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2013065585","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013070032","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013070085","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013070137","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013070281","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2013070491","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013074692","U","U","N","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2013075153","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013075156","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013077409","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2013079488","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013080005","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2013080097","","","","","","","","","","","","","","","","","","","","N","Y","N","N","1"
"2013086219","","","","","","","","","","","","","","","","","","","","N","U","N","U","2"
"2013086741","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2013086817","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013086968","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013089312","N","N","N","N","Y","Y","1","N","N","00750","N","","","","","","","","N","","","","","1"
"2013093569","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013096061","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013098373","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013098376","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013101031","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013101047","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013101059","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013101252","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013101736","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013101795","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013101806","","","","","","","","","","","","","","","","","","","","N","N","Y","N","2"
"2013103907","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013104023","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013109388","U","U","U","N","U","Y","1","Y","U","99999","N","","","","","","","","N","","","","","1"
"2013109400","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2013109427","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013111773","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013111828","U","U","N","U","N","N","0","Y","U","99999","N","","","","","","","","N","","","","","1"
"2013111886","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013114445","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2013115354","","","","","","","","","","","","","","","","","","","","N","U","N","N","3"
"2013121422","N","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013121425","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2013121428","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2013125924","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2013126977","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2013129396","Y","U","Y","N","N","N","0","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2013129471","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2013130093","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013130126","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2013133083","","","","","","","","","","","","","","","","","","","","N","U","N","N","2"
"2014002737","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2014009674","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2014009699","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2014009838","","","","","","","","","","","","","","","","","","","","U","Y","N","U","1"
"2013032458","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013035648","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013046335","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013050219","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013050242","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013054363","N","Y","Y","Y","Y","Y","3","Y","Y","01200","N","","","","","","","","N","","","","","2"
"2013055529","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2013055841","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013055907","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2013057789","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013062533","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013065289","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2013065328","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013065378","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","3"
"2013065437","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013065590","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013069968","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013070238","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013070461","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013070908","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2013070994","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013074781","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2013077373","","","","","","","","","","","","","","","","","","","","U","U","N","U","3"
"2013079490","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013079953","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2013079989","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013080426","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013084395","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2013084432","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2013086241","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2013086668","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2013086767","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013086790","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2013086804","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2013086891","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2013091679","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013093102","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013093193","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013093206","N","U","U","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2013095944","","","","","","","","","","","","","","","","","","","","N","U","N","N","1"
"2013096085","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013096131","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2013096444","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013098384","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013100985","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2013101084","","","","","","","","","","","","","","","","","","","","N","Y","N","N","2"
"2013101121","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013101215","U","Y","U","Y","U","N","1","Y","Y","99999","Y","N","Y","N","N","0","U","U","N","","","","","1"
"2013102562","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013103924","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013106605","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013106643","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013106661","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013106694","","","","","","","","","","","","","","","","","","","","N","U","N","N","2"
"2013106750","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013109544","N","Y","Y","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","3"
"2013111827","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013111899","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013121387","U","U","Y","Y","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2013121560","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013125905","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2013125974","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2013125977","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2014006901","N","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2014016111","N","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
