"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","15","N","2001210609","9","9","","9","12","Y","CHEV","1997","01","1","","1","00","N","999","0","","5","01","99","01","00","PA","2","06","1GNDT13W7V2","PUT"
"","06","N","2001210621","9","9","","9","12","Y","FORD","1992","01","1","","1","00","N","999","0","","1","01","99","01","03","PA","1","01","1FAPP15J6NW","PSW"
"","04","N","2001210663","9","9","","9","12","Y","CHEV","1988","01","1","","1","00","S","999","0","","1","01","99","01","01","PA","1","01","2G1AW51R0J2","P4D"
"","04","N","2001210678","9","9","","9","12","Y","TOYT","1991","01","1","","1","00","N","999","0","","1","01","99","01","01","PA","1","01","JT2AE91A0M3","P4D"
"","51","N","2001211787","9","9","","9","12","Y","FORD","1996","01","1","","1","00","E","999","0","","1","01","99","01","01","PA","1","04","1FTCR14A2TP","TPK"
"","51","N","2001211705","9","9","","9","12","Y","CHEV","2000","02","2","","1","00","W","999","0","","1","01","99","01","01","PA","1","04","1GCCS1456YK","TPK"
"","04","N","2001211725","9","9","","9","11","Y","CHEV","1993","02","3","","1","00","S","999","0","","1","01","99","01","01","PA","1","01","1G1LT5344PY","P4D"
"","","N","2001211739","9","2","","9","99","U","UNKN","","","0","","","99","U","000","0","","3","02","99","06","99","ZZ","2","99","",""
"","51","N","2001212892","9","9","","9","09","Y","DODG","2001","01","1","","1","00","N","999","0","","2","01","99","01","01","PA","3","04","3B7KC26Z11M","TPK"
"","04","N","2001212901","9","9","","9","11","Y","HOND","1997","02","1","","9","00","E","999","0","","1","01","99","12","06","PA","1","01","1HGCD5688VA","P4D"
"","","N","2001214305","9","2","","9","99","U","UNKN","","","0","","","99","U","000","0","","2","02","99","06","99","ZZ","2","99","",""
"","03","N","2001216921","9","9","","9","13","U","MAZD","1985","02","2","","1","00","S","999","0","","1","01","99","01","00","PA","1","01","JM1BD231XF0","P2H"
"","06","N","2001214211","9","9","","9","11","Y","HOND","1997","01","1","","1","00","N","999","0","","1","01","99","01","03","PA","1","01","JHLRD184XVC","PSW"
"","04","N","2001214246","9","9","","9","09","Y","FORD","1997","01","1","","9","00","S","999","0","","1","01","99","15","01","PA","1","01","1FALP52U1VA","P4D"
"","04","N","2001214272","9","4","","9","99","U","HOND","1999","02","2","","1","00","S","999","0","","1","05","99","01","01","PA","1","01","1HGCG1651XA","P4D"
"","","N","2001214326","9","2","","9","99","U","UNKN","","","0","","","99","U","000","0","","2","02","99","06","99","ZZ","2","99","",""
"","04","N","2001214335","9","9","","9","06","Y","VOLK","1986","01","1","","9","00","W","999","0","","1","01","99","99","00","PA","1","01","WVWGA0164GW","P4D"
"","02","N","2001216932","9","9","","9","06","Y","PONT","2001","01","1","","9","00","S","999","0","","4","01","99","03","03","PA","3","01","1G2NW12E21M","PCP"
"","02","N","2001216939","9","9","","9","01","Y","","1995","01","1","","9","00","S","999","0","","1","01","99","12","01","PA","1","01","1G6EL12Y1SU","PCP"
"","04","N","2001216975","9","9","","9","12","Y","BUIC","1994","01","1","","1","00","S","999","0","","1","01","99","01","00","PA","1","01","1G4HP52L4RH","P4D"
"","15","N","2001216989","9","9","","9","06","Y","JEEP","1994","01","1","","9","00","W","999","0","","2","01","99","03","06","PA","2","06","1J4FJ78S9RL","TSW"
"","","N","2001217002","","","","","","","","","00","1","","","","","000","0","","2","31","","00","","","2","","",""
"","04","N","2001217018","9","4","","9","07","U","FORD","9999","99","1","","9","00","E","999","0","","1","05","99","15","01","99","1","01","","P"
"","99","N","2001217193","9","4","","9","99","U","","9999","99","1","","9","00","U","999","0","","2","05","99","99","99","99","2","98","","P"
"","06","N","2001220830","9","9","","9","12","U","FORD","1987","01","4","","1","00","W","999","0","","1","01","99","01","01","PA","2","01","1FABP58U6HA","PSW"
"","99","N","2001206066","9","4","","9","12","U","","9999","99","1","","1","00","W","999","0","","1","05","99","01","99","99","1","98","","P"
"","","N","2001206166","","","","","","","","","00","1","","","","","000","0","","2","31","","00","","","2","","",""
"","02","N","2001206183","9","9","","9","05","Y","STRN","1997","01","1","","9","00","W","999","0","","2","01","99","03","00","PA","2","01","1G8ZH1278VZ","PCP"
"","","N","2001206237","9","2","","9","99","U","UNKN","","","0","","","99","U","000","0","","3","02","99","06","99","ZZ","2","99","",""
"","02","N","2001206249","9","9","","9","12","0","HYUN","2000","02","1","","1","00","E","999","0","","1","01","99","01","01","NJ","1","01","KMHCG45G6YU","P4D"
"","04","N","2001207335","9","9","","9","12","Y","NISS","1995","01","1","","1","00","S","999","0","","1","01","99","01","01","PA","1","01","JN1CA21D8ST","P4D"
"","04","N","2001207350","9","9","","9","12","U","EGIL","1993","99","4","","1","00","E","999","0","","1","01","99","01","01","PA","1","01","2E3ED56T2PH","P4D"
"","04","N","2001207362","9","9","","9","99","Y","VOLK","1999","01","1","","9","00","E","999","0","","2","01","99","99","01","PA","2","01","WVWMA63B1XE","P4D"
"","04","N","2001206204","9","9","","9","12","Y","CHEV","1993","01","1","","1","00","E","999","0","","1","01","99","01","01","PA","1","01","1Y1SK5369PZ","P4D"
"","04","N","2001206225","9","9","","9","08","Y","TOYT","1998","01","2","","9","00","E","999","0","","2","01","99","07","98","PA","2","01","","P"
"","20","N","2001207373","9","9","","9","99","U","KAWK","1989","01","1","","1","00","N","999","0","","1","01","99","01","01","PA","1","02","JKAEXMF19KA","MRS"
"","04","N","2001207428","9","9","","9","02","Y","MAZD","1990","01","3","","1","00","S","999","0","","2","01","99","01","00","PA","2","01","JM1BG2242L0","P4D"
"","","N","2001207438","9","2","","9","99","U","UNKN","","","0","","","99","U","000","0","","3","02","99","06","99","ZZ","2","99","",""
"","04","N","2001207456","9","4","","9","12","U","","1986","99","1","","1","00","N","999","0","","1","05","99","01","01","PA","1","01","1G6JG69P0GJ","P4D"
"","04","N","2001207393","9","9","","9","11","Y","MERZ","1997","01","1","","1","00","S","999","0","","1","01","99","01","01","PA","1","01","WDBGA33E3VA","P4D"
"","","N","2001207409","","","","","","","","","00","1","","","","","000","0","","2","31","","00","","","2","","",""
"","04","N","2001207660","9","9","","9","01","Y","BUIC","1998","01","2","","1","00","S","999","0","","3","01","99","01","03","PA","2","01","2G4WF5214W1","P4D"
"","15","N","2001207673","9","9","","9","12","Y","JEEP","1988","01","1","","9","00","W","999","0","","1","01","99","04","98","PA","1","06","1JCMR7817JT","TSW"
"","06","N","2001208894","9","9","","9","10","Y","FORD","1991","02","1","","9","00","W","999","0","","2","01","99","99","00","PA","2","01","1FACP5847MA","PSW"
"","04","N","2001208905","9","9","","9","01","U","HOND","1986","01","1","","9","00","E","999","0","","1","01","99","08","01","PA","1","01","1HGBA5445GA","P4D"
"","05","N","2001223793","9","9","","9","12","U","NISS","1999","99","1","","1","00","S","999","0","","1","01","99","01","03","PA","1","01","JN8AR07Y0XW","PUT"
"","","N","2001223810","","","","","","","","","00","1","","","","","000","0","","2","31","","00","","","2","","",""
"","40","N","2001223830","9","9","","9","12","0","FORD","1996","02","1","","1","00","E","999","0","","1","01","99","01","01","MI","1","07","2FMDA5142TB","PSV"
"","40","N","2001208906","9","9","","9","12","Y","FORD","1998","98","1","","1","00","W","999","0","","1","01","99","01","03","PA","1","07","1FBSS31L8WH","PSV"
"","","N","2001207574","","","","","","","","","00","1","","","","","000","0","","2","31","","00","","","2","","",""
"","06","N","2001223760","9","9","","9","03","Y","ISU","1996","02","1","","4","00","S","999","0","","1","01","99","16","01","PA","1","01","4S2CM58V7T4","PUT"
"","04","N","2001207603","9","9","","9","04","Y","SAA","1992","01","1","","1","00","S","999","0","","1","01","99","01","01","PA","2","01","YS3AK46E7N2","P4D"
"","02","N","2001207621","9","9","","9","12","U","HOND","1983","02","1","","1","00","S","999","0","","1","01","99","01","03","PA","3","01","JHMSZ7334DC","P2H"
"","06","N","2001207641","9","9","","9","12","U","HOND","1986","02","2","","1","00","N","999","0","","1","01","99","01","01","PA","1","01","JHMVN5525GC","PSW"
"","02","N","2001223772","9","9","","9","03","Y","FORD","1992","01","1","","9","00","W","999","0","","2","01","99","12","01","PA","3","01","1FAPP6043NH","P2D"
"","02","N","2001207550","9","9","","9","12","0","DODG","1996","01","1","","1","00","W","999","0","","1","01","99","01","01","NJ","1","01","1B3ES22C6TD","P2P"
"","04","N","2001207566","9","4","","9","01","U","DODG","1999","99","1","","1","00","E","999","0","","1","05","99","01","01","PA","1","01","","P"
"","01","N","2001007259","2","1","","1","11","Y","MAZD","1993","02","1","","1","00","W","999","0","","1","01","02","01","03","PA","1","01","JM1NA3519P1","PCV"
"","05","N","2001007298","3","1","","1","04","Y","TOYT","2001","02","1","","1","00","E","999","0","","1","01","03","01","01","PA","1","01","4T1BG22K51U","P4D"
"","05","N","2001007196","1","1","","1","01","N","DODG","1990","02","1","","1","00","N","999","0","","1","01","02","15","98","PA","1","01","1B3XA46K6LF","P4D"
"","02","N","2001007121","1","1","","1","12","Y","CHEV","1988","01","3","","1","00","N","999","0","","1","01","01","01","01","PA","1","01","1G1LV11WXJY","PCP"
"","02","N","2001007168","2","1","","3","12","Y","DODG","2000","02","1","","1","00","E","999","0","","1","01","07","01","03","PA","1","01","4B3AU52N1YE","P2P"
"","09","N","2001007217","1","1","","1","06","Y","FORD","1990","02","1","","1","00","S","999","0","","3","01","12","01","03","PA","2","01","1ZVPT21UXL5","2H"
"","15","N","2001007237","1","1","","1","06","U","TOYT","1991","02","2","","1","00","W","010","0","","2","01","02","01","04","PA","3","01","JT3VN39W6M0","PUT"
"","06","N","2001016772","2","4","","1","12","U","SUBA","1999","01","1","","1","00","S","999","0","","1","05","07","01","01","PA","1","01","JF1GF4356XH","PSW"
"","15","N","2001016724","2","1","","1","12","U","CHEV","2001","02","1","","1","00","S","030","0","","1","01","03","01","01","PA","1","01","1GNDT13W61K","PUT"
"","15","N","2001016737","1","1","","1","12","Y","KIA","2000","01","1","","1","00","S","999","0","","1","01","11","12","03","PA","1","01","KNDJA7234Y5","PUT"
"","09","N","2001018434","3","1","","1","09","Y","PONT","2000","01","1","","1","00","S","999","0","","2","01","03","01","06","PA","2","01","knafb128y58","P"
"","51","N","2001018228","1","1","","1","12","Y","CHEV","2000","02","1","","1","00","W","999","0","","1","01","03","12","01","PA","1","04","1GCEK14K3PZ","TPK"
"","04","N","2001019673","2","1","","1","02","Y","PLYM","1986","02","2","","1","00","S","999","0","","2","01","07","01","06","PA","2","01","1P3BP26D1GF","P4D"
"","04","N","2001201181","9","9","","9","12","Y","PLYM","1994","02","1","","9","00","E","999","0","","2","01","99","03","01","PA","2","01","1P3AA463XRF","P4D"
"","04","N","2001209172","9","9","","9","99","Y","PLYM","1997","02","1","","9","00","W","999","0","","1","01","99","12","01","PA","1","01","1P3EJ46C9VN","P4D"
"","15","N","2001014319","1","1","","1","06","Y","FORD","1996","01","1","","1","00","W","000","0","","3","01","01","03","03","PA","2","01","1FMDU34X0TU","PUT"
"","09","N","2001017590","9","4","","9","12","U","UNKN","","99","1","","1","00","N","999","0","","1","05","03","01","01","","1","01","",""
"","02","N","2001200541","9","9","","9","05","Y","","1991","01","4","","9","00","N","999","0","","2","01","99","12","03","PA","2","01","1G6CD13B5M4","PCP"
"","02","N","2001215689","9","9","","9","01","U","HOND","1991","01","1","","1","00","N","999","0","","2","01","99","01","01","PA","2","01","JHMBA4230MC","PCP"
"","04","N","2001215696","9","9","","9","01","Y","VOLK","1999","01","1","","9","00","W","999","0","","1","01","99","12","01","PA","1","01","3VWRC29M2XM","P4D"
"","04","N","2001215720","9","9","","9","11","Y","NISS","1990","01","2","","1","00","E","999","0","","2","01","99","01","01","PA","2","01","JN1HJ01P5LT","P4D"
"","04","N","2001215741","9","9","","9","01","Y","MRCU","1991","01","1","","9","00","S","999","0","","1","01","99","08","01","PA","1","01","1MECM55U8MA","PSW"
"","04","N","2001216866","9","9","","9","09","Y","HYUN","1997","01","3","","1","00","S","999","0","","2","01","99","01","00","PA","2","01","KMHJF24M1VU","P4D"
"","19","N","2001216876","9","4","","9","11","U","UNKN","9999","99","1","","9","00","W","999","1","","1","05","99","10","01","99","1","04","","T"
"","02","N","2001216891","9","9","","9","06","Y","FORD","1995","02","1","","9","00","S","999","0","","2","01","99","03","01","PA","2","01","3FASP11J9SR","P2H"
"","12","N","2001007357","1","1","","1","06","N","MAZD","1990","01","1","","1","00","W","000","0","","4","01","08","03","03","PA","2","01","JM3LV5228L0","PSV"
"","03","N","2001007419","3","1","","1","02","Y","FORD","1994","01","2","","1","00","E","999","0","","1","01","05","01","12","PA","2","01","1ZVLT22B1R5","P2H"
"","12","N","2001008758","1","1","","1","99","Y","DODG","1992","01","1","","1","00","U","999","0","","2","01","02","13","01","PA","2","01","2B4GH2531NR","PSV"
"","05","N","2001008770","3","1","","1","01","Y","FORD","2000","02","3","","1","00","N","999","0","","1","01","01","01","01","PA","1","01","2FALP71W7RX","P4D"
"","05","N","2001007368","2","1","","1","01","U","MERK","1987","02","2","","1","00","N","999","0","","2","01","05","04","01","PA","3","01","WF1BT81V6JE","P4H"
"","02","N","2001007373","3","1","","1","14","Y","MRCU","1987","01","1","","1","00","S","999","0","","1","01","08","08","01","PA","1","01","1MEBM62F7HH","P2D"
"","15","N","2001007390","2","","","1","12","U","CHEV","2000","","0","","1","00","N","000","0","","1","02","02","06","01","PA","2","01","1G8CT18B6F0","PUT"
"","41","N","2001008605","2","1","","1","12","Y","FORD","1994","01","1","","1","00","E","999","0","","1","01","03","01","01","NJ","1","01","1FTJE34MXRH","TVN"
"","12","N","2001008622","2","1","","1","03","U","FORD","1991","01","2","","1","00","N","999","0","","2","01","07","01","98","PA","2","01","1FMCA11U6MZ","PSV"
"","02","N","2001014284","2","1","","1","12","Y","HOND","2000","01","1","","1","00","N","999","0","","1","01","05","01","01","PA","1","01","1HGEM115XYL","PCP"
"","09","N","2001014293","2","1","","1","12","Y","CHEV","1995","01","1","","1","00","E","999","0","","2","01","02","01","01","NJ","1","01","2C1MR226036","P"
"","02","N","2001016935","1","1","","1","11","N","DODG","1998","02","1","","1","00","E","999","0","","1","01","01","01","13","PA","1","01","1B3ES42Y9WD","P2P"
"","05","N","2001016957","3","1","","1","12","N","HYUN","1997","99","2","","1","00","S","999","0","","1","01","02","01","01","PA","1","01","KMHJF22M6RU","P4D"
"","04","N","2001201580","9","9","","9","12","Y","CHEV","2001","01","2","","1","00","S","999","0","","1","01","99","01","01","PA","1","01","1Y1SK52861Z","P4D"
"","04","N","2001204507","9","9","","9","06","0","DODG","1997","01","1","","1","00","S","999","0","","2","01","99","01","00","NJ","2","01","1B3EJ46X4VN","P4D"
"","04","N","2001204526","9","9","","9","11","Y","HYUN","1998","01","1","","9","00","S","999","0","","1","01","99","10","02","PA","1","01","KMHJF24M9WU","P4D"
"","","N","2001204552","","","","","","","","","00","1","","","","","000","0","","2","31","","00","","","2","","",""
"","15","N","2001204571","9","9","","9","05","Y","FORD","1996","01","1","","1","00","W","999","0","","2","01","99","01","00","PA","2","06","1FMEU15HXTL","PUT"
"","02","N","2001204642","9","9","","9","10","Y","VOLK","2000","01","1","","3","00","W","999","0","","2","01","99","17","01","PA","2","01","","P"
"","","N","2001204656","","","","","","","","","00","1","","","","","000","0","","2","31","","00","","","2","","",""
"","","N","2001204676","","","","","","","","","00","1","","","","","000","0","","2","31","","00","","","2","","",""
