"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2001016938,"99","8","1234 market st 14th fl","","philadelphia","PA","19107","septa","9999999999","000000","","","","","N","","","","","000000000","N","","3","00000000","11"
2001018425,"99","8","333 JENKINTOWN COMMONS","","JENKINTOWN","PA","19046","METRO CARE INC","2152243535","999999","","","","","N","","","","","000000000","N","","2","00000000","11"
2001207845,"00","8","1234 MARKTET STREET","","PHILADLPHIA","PA","19107","SEPTA","","999999","","","","","N","","","","","","N","","1","","10"
2001208973,"00","8","1234 MARKET ST","","PHILADELPHIA","PA","19142","SEPTA","","999999","","","","","N","","","","","","N","","1","","10"
2001209030,"00","8","ONE PENN PLAZA EAST","","NEWARK","NJ","99999","NEW JERSEY TRANSIT","","999999","","","","","N","","","","","","N","","2","","10"
2001210670,"00","1","3530 WEST PICACHO AVENU","","LAS CRUCES","NM","88005","MESILLA VALLEY TRANSPORTATION SE","","080000","","","","","N","","","","","186190","U","","2","","08"
2001210671,"00","9","UNKNOWN ADDRESS","","UNKNOWN","ZZ","99999","UNKNOWN CARRIER","","999999","9","","","","Y","1","","","","","U","","1","","08"
2001211430,"00","9","740 S READING AVE  PO B","","BEYERTOWN","PA","19512","WEST METER FREIGHT OF PA","","080000","9","","","","Y","9","","","","","U","","2","","06"
2001211692,"00","9","RT 10 GREENHILLS","","READING","PA","19603","PENSKE TRUCK LEASING CO","","032000","","","","","N","","","","","","U","","1","","06"
2001214423,"00","8","1234 MARKET ST 14TH FLO","","PHILADELPHIA","PA","19149","SOUTH EASTERN PENN TRANSPORT AUT","","999999","","","","","N","","","","","","N","","1","","11"
2001214437,"00","8","1234 MARKET ST","","PHILADELPHIA","PA","9999","SEPTA","","999999","","","","","N","","","","","","N","","1","","10"
2001215576,"00","9","MUN SERV BLDG RM 1140","","PHILADLEPHIA","PA","19102","CITY OF PHILADLPHIA","","999999","","","","","N","","","","","","U","","1","","03"
2001233352,"00","9","PO BOX 418050","","KANSAS CITY","MO","999999999","RAPID WAYS LEASING CO","","999999","","","","","N","","","","","","U","","1","","99"
2001233542,"00","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRASNP","","999999","","","","","N","","","","","","N","","2","","10"
2001238382,"00","9","401 SUSSEX BLVD","","BROUMALL","PA","19008","STANDARD MEDICAL SUPPLY INC.","","999999","","","","","N","","","","","","U","","1","","99"
2001239041,"00","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","","999999","","","","","N","","","","","","N","","2","","10"
2001239056,"00","9","59 HOLLIS CIRCLE","","ELKTON","MD","219210000","B AND R RUSSELL TRUCKING INC","","080000","","","","","N","","","","","288199","U","","2","4893125","99"
2001240054,"00","1","2655 DIVIDEND","","MEMPHIS","TN","38132","FED-EX","","999999","","","","","N","","","","","","U","","1","","03"
2001240892,"00","8","200 W WYOMING","","PHILADELPHIA","PA","19140","SEPTA","","999999","","","","","N","","","","","","N","","1","","11"
2001243093,"00","8","714 MARKET STREET","","PHILADELPHIA","PA","19106","SEPTA","","999999","","","","","N","","","","","","N","","1","","10"
2001243736,"00","8","3740 E. THOMPSON ST","","PHILADELPHIA","PA","19137","ATLANTIC EXPRESS","","999999","","","","","N","","","","","","N","","1","","10"
2001400477,"00","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","","999999","","","","","N","","","","","","N","","1","","10"
2002010463,"99","1","1130 no mississippi av","","ada","OK","74820","champion moving","3783794719","000000","","","","","N","","","","","000000000","","","1","00000000","06"
2002010561,"99","1","2467 princess","","greer","SC","296510000","pace jimmy","8883430620","999999","","","","","N","","","","","000000000","N","","1","00000000","08"
2002010836,"99","1","3066 se. i-240","","oklahoma","OK","73135","town & country","9999999999","999999","","","","","N","","","","","000000000","N","","1","00000000","09"
2002012681,"99","9","1000 SPRIN GARDEN ST","","PHILA","PA","19123","LEMO SERVICE","2672375875","000000","","","","","N","","","","","000000000","","","2","00000000","98"
2002014956,"99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","000000000","N","","1","00000000","11"
2002017904,"99","8","1234 Market St","","Philadelphia","PA","19102","SEPTA","2672466703","999999","","","","","N","","","","","000000000","N","","2","00000000","11"
2002020433,"99","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2158443520","999999","","","","","N","","","","","000000000","N","","1","00000000","11"
2002024226,"99","4","615 GERSHAL AVE","","NORMA","NJ","08347","SPINELLI","8566913133","000000","","","","","N","","","","","000000000","U","","1","00000000","04"
2002026342,"99","2","1200 HOOVER RD","","ALLENTOWN","PA","18109","4SFOOOSEZVICE","8004410998","048000","","","","","N","","","","","000000000","N","A-00114940","1","00745614","03"
2002027035,"99","1","1803 BURR OAK BLVD","","GRANGER","IA","50109","BARR NUNN TRANSP","8003692525","000000","","","","","N","","","","","099999999","U","","2","99999999","08"
2002027035,"99","9","1803 BURR OAK BLVD","","GRANGER","IA","50109","BARR NUNN TRANSP","8003692525","000000","","","","","N","","","","","000000000","U","","3","00000000","08"
2002031492,"99","8","1234 WALNUT ST","","PHILADELPHIA","PA","19132","SEPTA","9999999999","000000","","","","","N","","","","","000000000","","","2","00000000","10"
2002033680,"99","1","1032 highland ave","","bensalem","PA","19020","oostdyk","9999999999","080000","","","","","N","","","","","000000000","N","","1","00000000","06"
2002037296,"99","1","1730 chester dr","","high point","NC","27262","old deminion freight","8002218498","999999","","","","","N","","","","","000000000","N","","2","00000000","06"
2002037676,"99","8","1234 MARKET","","PHILAdelphia","PA","17109","SePTA","2155808570","031000","","","","","N","","","","","000000000","N","","2","00003474","11"
2002039478,"99","1","2349 hubbard av","","decatur","IL","62526","UNITED parcel services inc","2158307900","999999","","","","","N","","","","","000000000","U","","1","00024796","08"
2002039611,"99","8","3740 e thompson st","","philadelphia","PA","19137","atlantic express of pa inc","2159375199","000000","","","","","N","","","","","000000000","","","2","00000000","11"
2002040200,"99","8","714 market st","","philadelphia","PA","19106","septa","9999999999","999999","","","","","N","","","","","000000000","U","","1","00000000","11"
2002043784,"99","8","5 twosome drive","","morist","NJ","999999999","shields bus service","9999999999","999999","","","","","N","","","","","000000000","N","","1","00000000","11"
2002045682,"99","8","1234 MARKET","","PHILADELPHIA","PA","19107","SEPTA","2155806407","028000","","","","","N","","","","","999999999","N","","1","99999999","11"
2002045921,"99","9","200 W Wyoming Av","","Philadelphia","PA","19140","Southeastern PA of Transportatio","2155806969","050000","","","","","N","","","","","000000000","U","","4","00000000","09"
2002046749,"99","1","","RITTER RD","MECHANICSBURG","PA","17055","RYDER TRUCK","9999999999","000000","","","","","N","","","","","000000000","","","1","00000000","03"
2007058119,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","1","99999999","11"
2001009070,"99","1","2220 Toledo Rd","","Elkhart","IN","46515","Penske Truck Lease","9999999999","999999","","","","","N","","","","","000000000","N","","2","00000000","99"
2001019568,"99","8","1234 market st","","philadelphia","PA","19107","septa","2155807145","000000","","","","","N","","","","","000000000","","","1","00000000","10"
2001204169,"00","9","UNKNOWN ADDRESS","","UNKNOWN CITY","ZZ","99999","UNKNOWN CARRIER","","999999","","","","","N","","","","","","U","","1","","99"
2001207847,"00","8","800 WEST OLNEY AVE","","PHILADLPHIA","PA","19120","TRIAGE INC","","999999","","","","","N","","","","","","N","","1","","10"
2001207848,"00","8","1234 MARKET STREET 14TH","","PHILADLPHIA","PA","19107","SOUTHEASTERN PA TRANSPORTATION","","999999","","","","","N","","","","","","N","","1","","11"
2001209647,"00","9","PO BOX 129  2460 HGWY 4","","DEMOPOLIS","AL","367320129","SUTTLES TK LSG INC","","080000","9","","","","Y","1","","","","159006","U","","1","0226673","06"
2001210599,"00","9","RTE 1 & 322 PO BOX 66","","CONCORDVILLE","PA","19331","GABRIELS TOWING","","999999","","","","","N","","","","","","U","","1","","03"
2001210673,"00","9","UNKNOWN ADDRESS","","UNKNOWN","ZZ","99999","UNKNOWN CARRIER","","999999","","","","","N","","","","","","U","","1","","08"
2001215734,"00","9","P O BOX 8768","","ERIE","PA","16505","BIRKMIRE TRK","","999999","","","","","N","","","","","","U","","1","","08"
2001215759,"00","9","17TH AND ARSENAL BLVD","","HBG","PA","17120","PENNDOT","","039000","","","","","N","","","","","","U","","1","","03"
2001217197,"00","8","333 JENKINTOWN COMMON","","JENKINTOWN","PA","19046","ALEPH MANAGEMENT","","999999","","","","","N","","","","","","N","","1","","10"
2001220829,"00","1","1002 4TH AVE","","CROYDON","PA","19021","ED MCLEAN","","999999","","","","","N","","","","","","U","","3","","08"
2001224007,"00","8","1234 MARKET ST 14TH FLO","","PHILADELPHIA","PA","18966","SOUTHEASTERN PENNSYLVANIA TRANSP","","999999","","","","","N","","","","","","N","","2","","10"
2001231156,"00","8","1234 MARKET ST","","PHILADELPHIA","PA","19102","SEPTA","","999999","","","","","N","","","","","","N","","3","","10"
2001231651,"00","8","714 MARKET STREET","","PHILADELPHIA","PA","19106","SOUTHEASTERN PUBLIC TRANSIT","","999999","","","","","N","","","","","","N","","1","","11"
2001233355,"00","9","","","","","","","","000000","","","","","N","","","","","","U","","1","","99"
2001233441,"00","1","1401 HADDONFIELD BERLIN","","CHERRY HILL","NJ","08034","RYDER TRUCK RENTAL INC","","054000","","","","","N","","","","","","U","","1","0208043","08"
2001233515,"00","9","7520 FULLERTON RD","","SPRINGFIELD","VA","22153","V-LINE TRANSPORTATION CO","","080000","","","","","N","","","","","","U","","1","0501836","08"
2001238407,"99","8","1234 MARKET STREET 14TH","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2001243738,"00","8","4301 WISSAHICKON AVE","","PHILADELPHIA","PA","19129","SEPTA","","999999","","","","","N","","","","","","N","","1","","10"
2001244851,"00","8","734 SCHUYLKILL AV","","PHILADELPHIA","PA","19146","PHILA SCHOOL DIST","","999999","","","","","N","","","","","","N","","1","","10"
2001261341,"00","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","","999999","","","","","N","","","","","","N","","1","","10"
2001283605,"00","8","31 WEST COLLEGE AVE","","YARDLEY","PA","19055","ABRAMS HEBREW ACADEMY","","999999","","","","","N","","","","","","N","","1","","11"
2001400999,"00","8","7860 CASTOR AVE","","PHILADELPHIA","PA","19152","JEDI LEASING INC","","999999","","","","","N","","","","","","N","","1","","10"
2002010453,"99","8","1234 market st","","philadelphia","PA","19107","septa","2155808570","000000","","","","","N","","","","","000000000","","","2","00000000","11"
2002014997,"99","8","1234 market st","","philadelphia","PA","19107","septa","9999999999","999999","","","","","N","","","","","000000000","N","","1","00000000","11"
2002017897,"99","1","1234 MARKET ST. 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","000000000","N","","1","00000000","05"
2002019238,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SOUTHEASTERN PA TRANSPORT","2154745274","000000","","","","","N","","","","","000000000","N","","2","00000000","11"
2002020029,"99","9","UNKNOWN","UNKNOWN","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","999999999","U","","1","99999999","99"
2002023717,"99","8","200 W WYOMING AVE","","PHILA","PA","99999","SEPTA  BUS","9999999999","000000","","","","","N","","","","","000000000","","","1","00000000","11"
2002026371,"99","1","unknown","","unknown","ZZ","99999","unknown","9999999999","999999","","","","","N","","","","","000000000","","","2","00000000","08"
2002026868,"99","8","714 market st","","philadelphia","PA","19106","septa","2155804829","000000","","","","","N","","","","","000000000","","","2","00000000","11"
2002028702,"99","9","211 W MOHICAN","","GLEN SPEY","NY","12737","G A BODNARVIK","8458587987","999999","","","","","N","","","","","000000000","N","","1","00000000","06"
2002031266,"99","8","146 west walnut lane","","philadelphia","PA","19144","greentree school","2158434528","999999","","","","","N","","","","","000000000","N","","2","00000000","10"
2002031482,"99","8","7400 elmwood ave","","PHILAdelphia","PA","19142","SEPTA","2155805301","999999","","","","","N","","","","","000000000","N","","1","00005152","11"
2002031503,"99","8","1234 WALNUT ST","","PHILADELPHIA","PA","19132","SEPTA","9999999999","000000","","","","","N","","","","","000000000","","","2","00000000","11"
2002031573,"99","9","2850 West Golf Road","","Rolling Meadow","IL","60008","Harco Leasing","9999999999","080000","","","","","N","","","","","000000000","N","","2","00000000","05"
2002034691,"99","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2158318580","000000","","","","","N","","","","","000000000","N","","1","00000000","11"
2002034698,"99","9","212 CROWN POINT RD","","TOROFARE","NJ","08086","BARON TRANSORT CO.","8563841822","000000","","","","","N","","","","","000000000","N","","1","00000000","05"
2002036833,"99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155804829","000000","","","","","N","","","","","000000000","N","","2","00000000","10"
2002037073,"99","8","one penn plaza","","newark","NJ","07105","nj transit","9998887777","000000","","","","","N","","","","","000000000","N","","2","00000000","10"
2002045311,"99","8","1234 market st","","philadelphia","PA","19107","septa","2155807800","000000","","","","","N","","","","","000000000","","","1","00000000","11"
2002045904,"99","9","UNKNOWN","UNKNOWN","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","000000","","","","","N","","","","","000000000","N","","2","00000000","99"
2002055931,"99","8","UNKNOWN","","UNKNOWN","ZZ","99999","SEPTA","9999999999","000000","","","","","N","","","","","000000000","U","","1","00000000","11"
2008047930,"02","8","3101 ORTHODOX ST","","PHILADELPHIA","PA","19137","YELLOWBIRD BUS CO","2152891043","","","","","","N","","","","","0MC186732","N","A99488","2","00273447","11"
2001007424,"99","1","29 mountain","","warren","NJ","95050","a and m leasing","9999999999","999999","","","","","N","","","","","000000000","N","","3","00000000","08"
