"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2005064955,"99","8","628 RIDGE PK","","LAFAYETTE HILL","PA","19444","MCGOLDRICK LEASING","9999999999","","","","","","N","","","","","999999999","","","1","99999999","10"
2005092610,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","999999999","","","2","99999999","11"
2005097841,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","999999999","","","1","99999999","11"
2005097881,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","999999999","","","1","99999999","11"
2005103031,"99","8","UNKNOWN","","PHILADELPHIA","PA","99999","SEPTA","9999999999","","","","","","N","","","","","999999999","","","1","99999999","11"
2005103172,"99","9","1995 TALKING ROCK RD","","JAFFER","GA","30143","SKID INC","9999999999","","","","","","N","","","","","","","","3","","99"
2005124218,"99","1","2900 MARKET","","PHILADELPHIA","PA","99999","POSTAL SERVICE","9999999999","","","","","","N","","","","","999999999","","","1","09999999","05"
2005125725,"02","8","2625 WHEATSHEAF LANE","","PHILADELPHIA","PA","19137","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2005127776,"03","0","2200 E GOLF RD","DES PLAINS","DES PLAINS","IL","60016","UNITED STATIONERS SUPPLY CO","8007334083","080000","","","","","N","","","","","001175064","N","","2","00327574","08"
2005129057,"02","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2155804000","029000","","","","","N","","","","","","N","","2","99999999","11"
2005135158,"02","8","UNKNOWN","","UNKNOWN","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2005135337,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","2","00000000","11"
