"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","04","N","2005062566","1","1","","1","06","Y","FORD","2003","02","2","","1","00","S","999","","","3","01","03","01","98","PA","2","01","2FAFP72W53X","P4D"
"","04","N","2005064885","3","3","","1","12","U","OLDS","1992","02","3","","1","00","E","050","0","","1","01","03","12","01","PA","1","01","1G3CW53L8N4","P4D"
"","04","N","2005064895","3","1","","1","12","Y","HOND","1992","01","2","","1","00","W","999","0","","2","01","08","01","01","PA","2","01","1HGEG8652NL","P4D"
"","04","N","2005064626","3","1","","1","10","Y","HYUN","1995","02","3","","1","00","S","045","0","","2","01","01","01","01","PA","2","01","KMHVF14N7SU","P4D"
"","04","N","2005064636","1","1","","1","12","Y","VOLK","1992","01","1","","1","00","S","999","0","","1","01","04","07","01","PA","1","01","3VWSA21G3NM","P4D"
"","12","N","2005067000","3","1","","1","11","Y","CHRY","2004","01","2","","1","00","N","999","0","","2","01","04","12","03","PA","2","07","2C4GP44R74R","PSV"
"","04","N","2005065224","2","2","","1","09","Y","BUIC","1996","","0","","1","00","E","000","0","","3","02","04","06","01","PA","2","01","1G4HP52K1TH","P4D"
"","09","N","2005067603","9","4","","1","06","U","TOYT","9999","99","1","","1","00","E","999","0","","1","01","12","14","99","ZZ","1","01","99999999999","P"
"","04","N","2005060770","3","1","","1","12","Y","TOYT","2000","02","2","","1","00","S","999","0","","1","01","04","01","06","PA","1","01","2T1BR18E2YC","P4D"
"","01","N","2005065537","1","1","","1","01","Y","FORD","1999","01","1","","1","00","N","999","0","","1","01","05","01","03","PA","1","01","1FAFP45X0XF","PCV"
"","12","N","2005066529","3","1","","1","05","Y","DODG","2002","01","1","","1","00","E","999","0","","2","01","12","10","02","PA","2","07","2B4GP44382R","PSV"
"","04","N","2005066563","3","3","","1","05","U","FORD","","99","1","","1","00","N","999","0","","1","01","05","15","03","NJ","1","01","1FAFP13P3WW","P4D"
"","04","N","2005066576","3","1","","2","12","Y","TOYT","2001","01","1","","3","00","E","050","0","","1","01","07","17","09","PA","1","01","4T1BG22K01U","P4D"
"","12","N","2005071500","3","1","","1","12","Y","DODG","2002","02","2","","4","00","E","999","0","","1","01","01","16","03","PA","1","01","1B4GP45302B","PSV"
"","08","N","2005065598","1","1","","1","03","Y","MERZ","1999","02","1","","1","00","N","999","0","","1","01","05","12","03","PA","1","01","WDBKK47F2XF","PRD"
"","04","N","2005065616","3","1","","1","12","U","OLDS","1996","01","1","","1","00","S","999","","","1","01","03","01","06","PA","1","01","1G3AJ55M0T6","P4D"
"","04","N","2005065755","3","1","","1","12","Y","HOND","1996","98","1","","1","00","E","050","0","","1","01","03","01","06","PA","1","01","2HGEJ6675TH","P4D"
"","12","N","2005069303","3","1","","1","11","Y","FORD","1995","02","1","","1","00","W","999","0","","2","01","04","01","99","PA","2","01","2FMDA5142SB","PSV"
"","12","N","2005105460","2","1","","1","06","Y","MAZD","1993","01","2","","1","00","S","000","0","","2","01","02","03","01","PA","2","01","JM3LV5220P0","PSV"
"4","04","N","2005119271","3","1","0","1","14","Y","CHEV","1996","01","3","10","1","00","N","999","0","0","1","01","12","01","03","PA","1","01","1G1BL52P4TR","P4D"
