"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2005061520","3","3","","","0","W","13","25","WALT WHITMAN BR","4","","67"
"2005065629","3","3","","","0","N","01","15","HOWARD ST","4","","67"
"2005065634","3","4","","","0","N","99","","SIXTEENTH ST","4","","67"
"2005065638","4","5","","","0","N","99","","TWENTYTHIRD ST","4","","67"
"2005064924","3","3","","","0","N","99","","ELBRIDGE ST","4","","67"
"2005064929","4","4","0611","0121","1698","S","02","","BROAD ST","2","3","67"
"2005064934","3","3","4006","0010","479","N","99","","","2","3","67"
"2005064939","4","4","2009","0101","1332","S","03","25","HARBISON AV","2","3","67"
"2005064943","3","3","0611","0080","2319","N","02","","BROAD ST","2","3","67"
"2005064945","4","4","0013","0091","0","S","02","30","GIRARD AV","2","3","67"
"2005066518","3","4","","","0","S","02","35","FIFTYFOURTH ST","4","","67"
"2005066541","4","4","","","","N","99","","ELEVENTH ST","4","","67"
"2005061614","4","3","","","","N","02","35","L ST","4","","67"
"2005062604","4","4","","","","E","99","","FULMER ST","4","","67"
"2005064626","3","3","6001","0220","595","N","03","40","ROOSEVELT BL","2","3","67"
"2005066557","3","3","4007","0100","747","S","02","25","GERMANTOWN AV","2","3","67"
"2005066561","4","4","0001","0081","0","S","03","35","CITY AV","2","3","67"
"2005066566","4","3","","","0","S","01","15","TULIP ST","4","","67"
"2005066568","4","3","","","0","W","01","35","VENANGO ST","4","","67"
"2005066572","3","3","3012","0010","1641","W","02","15","LANCASTER AV","2","3","67"
"2005066578","3","3","0291","0061","","W","02","","PENROSE AV","2","3","67"
"2005064627","4","5","","","","S","99","","SUMMERDALE AV","4","","67"
"2005064632","3","3","4007","0020","0","E","02","25","WAYNE AV","2","3","67"
"2005064638","3","3","0001","0231","158","S","03","40","ROOSEVELT BL","2","3","67"
"2005064642","3","3","6001","0361","0","N","03","45","ROOSEVELT BL","2","3","67"
"2005064649","3","3","0232","0063","989","S","02","25","OXFORD AV","2","3","67"
"2005064657","3","3","0076","3450","2048","E","02","50","SCHUYLKILL EX","1","","67"
"2005064663","5","5","","","","N","02","","TWENTYSIXTH ST","4","","67"
"2005064669","4","3","","","0","N","02","25","THIRTYSEVENTH ST","4","","67"
"2005066499","4","4","","","","N","02","","EIGHTH ST","4","","67"
"2005066515","4","3","","","0","S","99","","SIXTH ST","4","","67"
"2005061906","4","3","","","","S","99","","RUTLAND ST","4","","67"
"2005062063","3","4","","","0","N","02","35","MAIN ST","4","","67"
