"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2014024555","3","3","0095","0181","","S","03","55","DELAWARE EX","1","1","67"
"2014013101","3","4","","","","E","02","25","VENANGO DR","4","","67"
"2014013118","3","3","1004","0090","613","S","02","30","TORRESDALE AV","2","3","67"
"2014013130","3","3","","","","S","02","20","RISING SUN AV","4","","67"
"2014013150","4","3","","","","N","02","35","DELAWARE AV","4","","67"
"2014013181","4","3","","","","N","01","25","TULIP ST","4","","67"
"2014013047","4","4","","","","S","02","35","KENSINGTON AV","4","","67"
"2014013065","3","4","","","","N","99","","46TH ST","4","","67"
"2014013084","3","4","","","","W","02","25","SOLLY AV","4","","67"
"2014106642","3","3","","","","N","02","25","70TH ST","4","","67"
"2014106647","3","4","","","","E","01","25","CHURCH ST","4","","67"
"2014106653","4","4","","","","E","02","25","CHELTEN AV","4","","67"
"2014106657","4","4","3002","0021","1880","W","3","35","EIGHTYFOURTH ST","2","3","67"
"2014106663","3","3","0611","0006","0","N","02","35","BROAD ST","2","3","67"
"2014106666","4","3","","","","N","02","25","LORETTO AV","4","","67"
"2014106670","3","3","","","","U","02","25","OLD YORK RD","4","","67"
"2014106676","5","5","","","","W","02","25","FAUNCE ST","4","","67"
"2014000129","3","3","0309","0010","0","E","2","35","CHELTENHAM AV","2","3","46"
"2014121429","3","3","0001","0321","0","S","03","45","ROOSEVELT BL","2","3","67"
"2014121466","3","3","0532","0070","324","N","2","35","BUSTLETON AV","2","3","67"
"2014121471","4","3","","","","W","02","25","SANGER ST","4","","67"
"2014121498","3","3","","","","N","01","25","N 16TH ST","4","","67"
"2014121464","4","4","0611","0181","1129","S","2","30","BROAD ST","2","3","67"
"2014104579","3","3","0001","0291","2020","S","03","45","ROOSEVELT BL","2","3","67"
"2014004504","5","5","1009","0071","2089","S","02","25","BUSTLETON AV","2","3","67"
"2014015231","3","3","0095","0190","1987","N","3","55","DELAWARE EX","1","1","67"
"2014118747","3","3","","","","W","02","25","BLEIGH AV","4","","67"
"2014118751","3","3","0001","0060","648","N","2","35","CITY AV","2","3","67"
"2014104587","3","3","0073","0020","705","E","2","30","COTTMAN AV","2","3","67"
"2014104591","4","3","","","","S","01","25","BELGRADE ST","4","","67"
"2014104596","4","3","","","","W","02","25","GREENE ST","4","","67"
"2014104600","3","3","0073","0040","618","E","02","30","COTTMAN AV","2","3","67"
"2014104606","6","6","1009","0015","633","S","2","25","BRIDGE ST","2","3","67"
"2014104608","3","3","0291","0100","0","E","3","45","PENROSE AV","2","3","67"
"2014104613","3","3","","","","S","02","25","JACKSON ST","4","","67"
"2014104620","3","3","3009","","","S","2","35","RIDGE AV","2","","67"
"2014104626","5","5","","","","N","02","25","39TH ST","4","","67"
"2014104629","6","5","","","","W","02","25","ARROTT ST","4","","67"
"2014104631","4","3","","","","W","02","25","KNOX ST","4","","67"
"2014104673","3","3","0076","3424","1218","E","3","50","SCHUYLKILL EX","1","1","67"
"2014120940","3","3","","","","E","02","25","SOUTH ST","4","","67"
"2014022036","3","3","2008","0051","1206","W","02","30","GIRARD AV","2","3","67"
"2014013292","3","3","0095","0170","2651","N","3","55","DELAWARE EX","1","1","67"
"2014068276","3","4","","","","S","99","30","COLUMBUS BL","4","","67"
"2014125100","3","3","","","","S","02","25","OLD NEWTOWN RD","4","","67"
"2014120928","8","6","8020","0250","0","S","02","25","RAMP B RD","2","1","67"
"2014121448","5","4","","","","S","02","25","FRONT ST","4","","67"
"2014125005","4","3","","","","N","01","25","13TH ST","4","","67"
"2014125140","7","7","2038","0314","3288","E","2","40","COUNTY LINE RD","2","3","09"
"2014125166","4","3","","","","S","02","25","21ST ST","4","","67"
"2014127491","4","4","0611","0091","557","S","2","30","BROAD ST","2","3","67"
"2014127915","3","3","0611","0040","1255","N","2","30","BROAD ST","2","3","67"
"2014068131","7","7","","","","N","02","25","63RD ST","4","","67"
"2014068133","5","5","","","","E","02","25","WESTMINSTER AV","4","","67"
"2014068138","3","3","3003","0040","2258","N","03","40","THIRTYFOURTH ST","2","3","67"
"2014068143","3","3","3021","0050","746","W","02","25","LINDBERGH BL","2","3","67"
