"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2010016782,"99","9","6344 LEONARD AVE","","BENSALEM","PA","19020","ALEXANDRE CAMPOS","9999999999","025500","","","","","N","","","","","","U","","1","","05"
2010016783,"05","1","211 COLLEGE RD EAST","","PRINCETON","NJ","08540","INTERPOOL TITLEING OR AQUISITION","2075497541","080000","","","","","N","","","","","","N","","2","00110533","08"
2010017109,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2010018609,"03","9","2ND AND GRAND STREET","","HAMBURG","PA","19526","KMX INTERNATIONAL","8005238175","080000","","","","","N","","","","","000078449","N","","1","00113476","04"
2010026593,"02","9","17TH AND ARSENAL BLVD","","HARRISBURG","PA","17120","PENNDOT","2152251415","058400","","","","","N","","","","","","N","","2","","06"
2010034286,"02","1","7500 LINDBERGH BLVD","","PHILADELPHIA","PA","19176","UNITED STATES POSTAL SERVICE","2157494364","023000","","","","","N","","","","","","N","","1","","09"
2010037966,"05","1","4331 FAIRVIEW RD","","COLUMBIA","PA","17512","R A MCBRIDE TRANSPORT SERVICES L","7177922200","080000","","","","","N","","","","","","N","","3","00702088","08"
2010038269,"99","3","653 SPRUCE P O BOX 1402","","BRISTOL","PA","19007","EFRAIN SANTA","9999999999","023440","","","","","N","","","","","","N","","2","","05"
2010038810,"99","8","4157 CRESSON ST","","PHILADELPHIA","PA","19127","LEAHY TRANSPORTATION INC","9999999999","","","","","","N","","","","","","N","","1","","11"
2010044567,"99","9","5701 TACONY ST","","PHILADELPHIA","PA","19135","DIETZ & WATSON INC","9999999999","033000","","","","","N","","","","","","N","","2","","09"
2010045127,"99","8","9025 RIVER RD","","INDIANAPOLIS","IN","46240","DURHAM SCHOOL SERVICES LP","2155357300","","","","","","N","","","","","","U","","2","","11"
2010048471,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","U","","1","","11"
2010048630,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","2155606640","","","","","","N","","","","","","N","","1","","11"
2010052473,"99","9","8301 TORRESDALE AVE","","PHILADELPHIA","PA","19136","TULLY TOWING LLC","9999999999","019500","","","","","N","","","","","","N","","1","","09"
2010064668,"04","9","13100","NORTHWEST FREEWAY","HOUSTON","TX","77040","PALLET COMPANIES INC","7173467347","054000","","","","","N","","","","","","N","","1","01200996","08"
2010069629,"05","1","45 E PARK DRIVE","","WESTAMPTON","NJ","08060","NEW CENTURY TRANSPORTATION INC","6092651110","080000","","","","","N","","","","","","N","","1","00856029","08"
2010070364,"04","1","701 ELM STREET","","GROTTOES","VA","24441","BATTARBEE TRANSPORT LLC","5404212231","080000","","","","","N","","","","","","N","","1","01994933","08"
