"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2018011941,"99","4","SWEDE RD JOHNSON HIGHWA","","NORRISTOWN","PA","19021","PENNDOT","6102752368","058400","","","","","N","","","","","","N","","2","09722069","09"
2018016805,"02","1","625 S FIFTH AVE","","LEBANON","PA","17042","NEW PENN MOTOR EXPRESS","8567867646","066000","3","","","","Y","1","","","","","N","","3","00010670","08"
2018019901,"02","8","7700 STATE ROAD","","PHILADELPHIA","PA","19136","YELLOWBIRD TRANSPORTATION","2152891022","029800","","","","","N","","","","","","N","","1","00273447","11"
2018029902,"99","9","100 BELMONT AVE","","BALA CYNWYD","PA","19004","BALA MOTORSPORTS","9999999999","999999","","","","","N","","","","","","N","","2","","05"
2018030927,"02","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","3024203143","999999","","","","","N","","","","","","N","","2","","11"
2018032303,"","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","","","","","","","","","4","","99"
2018037189,"05","1","32 PONDS VIEW RD","","GLEN MILLS","PA","193421934","TEUTONIC TRANSPORTATION LLC","2674754392","080000","","","","","N","","","","","","N","","2","02526040","08"
2018037233,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","SEPTA","9999999999","025500","","","","","N","","","","","","N","","2","","05"
2018037312,"99","9","45 E CITY AVE","","BALA  CYNWYD","PA","19004","OCHLBERG ENTERPRISE","9999999999","012000","","","","","N","","","","","","N","","1","","05"
2018037312,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2018040922,"05","1","629 BROOK ST","","LINDEN","NJ","07036","GCH TRANSPORT LLC","7326191697","080000","","","","","N","","","","","","N","","2","03066031","08"
2018043404,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","","","1","","11"
2018043891,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2018043922,"99","8","2500 WHEATSHEAF","","PHILADELPHIA","PA","19137","SEPTA CONNECT","2158828598","999999","","","","","N","","","","","","N","","1","","10"
2018046110,"02","1","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE TRUCK LEASING","8448479517","999999","","","","","N","","","","","","N","","2","00327574","03"
