"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","51","N","2018030667","3","1","","1","02","Y","CHEV","2015","02","1","","1","00","E","999","0","","1","01","03","01","13","PA","1","04","1GCHSAEA4F1","T4C"
"","39","Y","2018030726","1","1","","1","99","Y","OTHR","2009","02","1","","1","12","S","999","0","","1","01","03","01","02","PA","1","03","5FYH4FV199B",""
"","51","N","2018030564","2","1","","1","07","Y","FORD","2011","02","1","","2","00","N","020","0","","4","01","03","02","03","PA","2","04","1FDUF4GT5BE","TCB"
"","05","N","2018028640","2","1","","1","02","Y","OTHR","2009","01","1","","1","00","S","055","0","","2","01","12","01","06","PA","2","01","JTKKU10439J","P4H"
"","04","N","2018027918","1","1","","1","12","Y","HYUN","2012","01","1","","1","00","S","005","0","","1","01","07","01","06","PA","1","01","5NPEB4AC2CH","P4D"
"","51","N","2018031194","2","1","","1","06","Y","FORD","2007","02","1","","1","00","W","015","0","","3","01","03","01","01","NJ","2","04","1FTPW14V07F","TCW"
"","04","N","2018030315","3","1","","1","12","U","CHEV","2009","01","2","","1","00","E","999","0","","2","01","02","01","07","PA","3","01","2G1WT57K791","P4D"
"","15","N","2018030416","2","1","","1","03","Y","JEEP","2015","02","1","","1","00","E","030","0","","1","01","05","15","06","PA","2","06","1C4NJDBB7FD","T4W"
"","40","N","2018029866","3","1","","1","09","Y","TOYT","2015","01","1","","1","00","W","999","0","","5","01","07","12","06","PA","3","07","5TDYK3DC8FS","TSV"
"","12","N","2018028674","1","1","","1","12","Y","CHRY","2013","01","2","","1","00","W","045","0","","1","01","05","01","01","PA","1","07","2C4RC1BG4DR","PSV"
"","15","N","2018002772","2","1","","1","01","Y","MRCU","2010","02","1","","1","00","N","050","0","","1","01","05","15","06","PA","1","06","4M2CN9BG1AK","T4W"
"","15","N","2018004112","3","1","","1","12","Y","TOYT","2008","02","1","","1","00","W","035","0","","1","01","05","01","06","PA","1","06","JTEBU14R48K","PUT"
"","12","N","2018011160","3","1","","1","12","Y","TOYT","2004","02","1","","1","00","N","035","0","","1","01","04","15","01","DE","1","07","5TDBA22C54S","PSV"
"","04","N","2018015069","3","1","","1","01","Y","TOYT","2005","01","1","","1","00","N","025","0","","3","01","08","15","12","PA","1","01","4T1BE30K15U","P4D"
"","15","N","2018011198","1","1","","1","06","Y","GMC","2016","02","2","","1","00","E","005","0","","2","01","05","01","01","AB","2","06","1GKS2HKJ0GR","T4W"
"","04","N","2018009828","3","2","","1","09","Y","AUDI","2007","","0","","1","00","","000","0","","2","02","05","06","11","PA","2","01","WAUMV44E47N","P4D"
"","04","N","2018011681","3","3","","2","11","Y","AUDI","2008","02","1","","3","00","N","999","0","","1","01","05","17","06","DE","1","01","WAUAF78E68A","P4D"
"","19","N","2018023138","2","1","","1","00","Y","INFI","2015","01","1","","1","00","S","055","0","","2","01","03","01","06","DE","0","06","99999999999",""
"","39","Y","2018019901","1","1","","1","01","Y","OTHR","2016","02","3","","1","11","W","999","0","","1","01","06","01","03","PA","1","03","4DRBUC8N6GB",""
"","04","N","2018018278","3","1","","1","12","Y","NISS","2009","02","2","","1","00","S","070","0","","1","01","02","15","03","PA","1","01","3N1BC11E09L","P4D"
"","15","N","2018018784","1","1","","1","01","Y","BUIC","2013","01","2","","1","00","E","015","","","2","01","05","01","06","PA","2","06","5GAKVCKD3DJ","PUT"
"","39","Y","2018016307","1","1","","1","12","Y","BLUI","2002","02","27","","1","11","W","999","0","","1","01","06","01","01","PA","1","03","1BABGBPA92F",""
"","75","Y","2018016805","3","1","","1","01","Y","VOLV","2008","02","1","","1","00","W","040","1","","3","01","12","01","06","IN","1","05","4V4M19EF78N","TTR"
"","04","N","2018012556","3","1","","1","06","Y","NISS","2017","01","1","","1","00","N","060","0","","2","01","01","01","03","PA","3","01","1N4AA6APXHC","P4D"
"","15","N","2018014304","3","1","","1","11","Y","LINC","2008","01","4","","1","00","S","055","0","","1","01","05","15","03","PA","1","06","2LMDU88C48B","T4W"
"","04","N","2018015069","3","1","","1","12","Y","MAZD","1998","01","1","","1","00","N","035","0","","1","01","08","01","03","NJ","3","01","JM1BC1428W0","P4D"
"","05","N","2018013714","3","1","","1","05","Y","MITS","2015","01","1","","1","00","E","000","0","","2","01","11","03","03","PA","3","01","ML32A3HJ9FH","P4H"
"","04","N","2018019833","3","1","","1","06","Y","NISS","2002","01","1","","1","00","E","999","0","","2","01","02","01","01","PA","2","01","3N1CB51D02L","P4D"
"","04","N","2018019856","3","1","","1","10","Y","VOLK","2015","02","1","","1","00","W","020","0","","1","01","12","15","01","PA","1","01","3VWD17AJ3FM","P4D"
"","75","Y","2018020682","2","1","","3","13","U","MACK","2013","02","1","","4","21","N","999","1","","1","01","03","16","01","NC","1","05","1M1AW07YXDM","TTR"
"","04","N","2018021896","3","1","","1","12","Y","KIA","2012","02","1","","1","00","S","040","","","1","01","05","01","01","PA","1","01","KNAFU4A26C5","P4D"
"","15","N","2018025430","3","1","","1","05","Y","NISS","2014","01","1","","1","00","E","005","0","","2","01","12","02","01","PA","3","06","JN8AS5MV1EW","T4W"
"","15","N","2018022527","1","1","","1","10","Y","LINC","2005","01","1","","1","00","S","010","0","","1","01","12","05","98","NJ","1","06","5LMEU88HX5Z","T4W"
"","04","N","2018020840","3","1","","1","12","Y","LEXS","2007","02","1","","1","00","W","035","0","","1","01","07","01","03","IL","1","01","JTHBJ46G672","P4D"
"","04","N","2018020870","3","1","","1","11","N","TOYT","2001","01","1","","1","00","W","030","0","","4","01","02","01","01","PA","1","01","4T1BF28B51U","P4D"
"","15","N","2018022562","2","1","","1","06","Y","MAZD","2008","02","1","","1","00","W","000","0","","3","01","07","03","01","PA","2","06","JM3ER29L680","PUT"
"","75","Y","2018022183","2","1","","1","03","Y","FRHT","2012","02","1","","1","00","S","999","1","","2","01","03","12","13","PA","2","05","1FUBGBDV2CS","TTR"
"","04","N","2018022383","2","1","","1","06","Y","TOYT","2013","01","1","","1","00","S","005","0","","3","01","03","01","01","PA","2","01","2T1BU4EE1DC","P4D"
"","04","N","2018023184","3","1","","1","11","Y","HOND","2006","02","1","","1","00","N","065","0","","1","01","05","15","06","PA","1","01","1HGFA16896L","P4D"
"","75","Y","2018030043","1","1","","1","99","Y","INTL","2014","02","1","","1","21","W","999","1","","1","01","05","01","06","OK","1","05","3HSDJAPR2EN","TTR"
"","15","N","2018025101","3","1","","1","12","Y","JEEP","2003","02","3","","1","00","N","070","0","","1","01","12","15","06","PA","1","06","1J8GW58N53C","T4W"
"","51","Y","2018027739","1","1","","1","06","Y","OTHR","2018","02","1","","1","00","E","060","0","","2","01","06","01","06","MD","2","05","1HTMMMML7JH","TCC"
"","15","N","2018030574","3","1","","1","12","Y","STRN","2005","01","1","","1","00","N","060","0","","1","01","05","01","03","PA","1","06","5GZCZ63455S","PUT"
"","02","N","2018001756","3","1","","1","12","Y","TOYT","2004","02","3","","3","00","S","070","0","","1","01","07","17","06","PA","1","01","4T1CE38P64U","PCP"
"","04","N","2018027147","2","1","","1","06","Y","FORD","2013","01","1","","1","00","E","010","0","","2","01","01","15","01","NJ","2","01","3FA6P0LU6DR","P4D"
"","12","N","2018025441","2","1","","1","03","Y","NISS","2015","01","1","","1","00","S","055","0","","2","01","05","01","06","PA","2","06","JN8AE2KP8F9","PSV"
"","01","N","2018007850","3","1","","1","07","Y","VOLK","2002","02","1","","1","00","S","000","0","","2","01","07","03","06","PA","2","01","3VWCC21V02M","PCV"
"","15","N","2018006490","3","1","","1","12","Y","FORD","2002","02","1","","1","00","S","055","0","","1","01","01","15","01","PA","1","06","1FMDU73E42U","T4W"
"","75","Y","2018006503","3","1","","1","09","Y","FRHT","2007","02","1","","4","00","N","055","1","","1","01","03","16","06","TX","1","05","1FUBCYDJX7H","TTR"
"","04","N","2018007190","3","1","","1","12","Y","BMW","2006","01","1","","1","00","E","070","0","","1","01","03","15","03","NJ","1","01","WBANE73536C","P4D"
"","04","N","2018032336","2","1","","2","03","Y","KIA","2007","03","1","","1","00","N","999","","","2","01","05","01","13","PA","2","01","KNADE123176","P4D"
"","04","N","2018018464","1","1","","1","09","Y","NISS","2012","01","1","","1","00","S","999","0","","1","01","07","12","03","PA","1","01","3N1CN7AP0CL","P4D"
"","","N","2018043429","9","4","","1","99","U","UNKN","","99","1","","1","99","E","999","","","1","05","03","01","99","","1","99","",""
"","15","N","2018031050","1","1","","1","12","Y","TOYT","2016","02","1","","3","00","S","999","0","","1","01","02","17","01","PA","1","06","2T3JFREV6GW","T4W"
"","","N","2018030731","9","4","","1","11","","UNKN","","","1","","1","99","E","999","","","1","05","99","04","01","","1","99","",""
"","15","N","2018054860","2","1","","1","12","Y","JEEP","2007","02","1","","1","00","N","045","0","","1","01","03","01","01","NJ","1","04","1J8HG48KX7C","T4W"
"","09","N","2018030949","3","1","","2","12","Y","DODG","2017","03","1","","1","00","N","999","","","1","01","12","01","01","PA","1","01","2C3CDXCT6HH","P"
"","","N","2018043859","","","","","","","","","00","1","","","","","","","","2","31","","","","","2","","",""
"","09","N","2018031496","3","1","","1","11","Y","PONT","2008","01","1","","1","00","N","099","0","","1","01","12","01","03","DE","1","01","99999999999",""
"","02","N","2018032283","3","1","","1","07","Y","HOND","2005","02","1","","1","00","S","000","","","3","01","07","03","06","NJ","3","01","1HGEM21575L","PCP"
"","04","N","2018032338","2","1","","1","09","Y","MITS","2005","02","1","","1","00","E","999","0","","2","01","03","01","01","PA","2","01","JA3AJ86E25U","P4D"
"","","N","2018032330","","","","","","","","","00","1","","","","","","","","2","31","","","","","2","","",""
"","04","N","2018043858","3","2","","1","05","Y","HOND","2003","","0","","1","00","","000","","","5","02","04","06","13","PA","3","01","1HGCM56313A","P4D"
"","02","N","2018030749","3","1","","1","12","Y","PONT","2001","02","3","","1","00","N","999","0","","1","01","07","01","01","PA","1","01","1G2WP12K81F","PCP"
"","13","N","2018030662","3","1","","1","12","Y","LINC","2005","02","2","","1","00","W","030","","","1","01","05","01","01","NJ","1","01","1L1FM88W25Y","PLM"
"","04","N","2018030326","9","1","","1","03","Y","TOYT","2010","01","1","","1","00","E","999","0","","2","01","02","01","01","PA","2","01","1NXBU4EE4AZ","P4D"
"","04","N","2018043413","2","1","","1","06","Y","VOLK","2015","01","1","","1","00","N","999","","","2","01","05","01","01","PA","2","01","1VWBT7A31FC","P4D"
