"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2004058123","4","4","","","","N","99","","TWENTYSECOND ST","4","","67"
"2004058131","3","3","3010","0080","1051","E","2","","MARKET ST","2","3","67"
"2004058138","3","3","","","0","N","02","","COBBS CREEK PY","4","","67"
"2004058148","3","3","3019","0060","3400","N","02","35","PASSYUNK AV","2","3","67"
"2004058215","3","3","0095","0294","3134","N","04","55","DELAWARE EX","1","1","67"
"2004058949","3","3","0076","3470","1029","E","03","55","SCHUYLKILL EX","1","1","67"
"2004059023","3","3","3013","0040","435","N","02","35","ISLAND AV","2","3","67"
"2004059051","3","3","0676","0002","1154","E","03","55","VINE ST EX","1","1","67"
"2004059061","3","3","0013","0020","219","E","99","","BALTIMORE AV","2","3","67"
"2004059116","3","3","3015","0120","992","N","02","30","SIXTYTHIRD ST","2","3","67"
"2004059434","3","3","0532","0030","1151","N","01","35","BUSTLETON AV","2","3","67"
"2004059443","3","4","","","0","N","02","","CIVIC CENTER BL","4","","67"
"2004060024","3","3","0076","3421","36","W","04","50","SCHUYLKILL EX","1","1","67"
"2004060125","5","5","1015","0050","0","N","02","35","KNIGHTS RD","2","3","67"
"2004060128","4","4","0611","0171","0","S","02","","BROAD ST","2","3","67"
"2004060151","4","4","0611","0141","553","S","02","25","BROAD ST","2","3","67"
"2004060173","5","5","","","","W","02","","GREEN ST","4","","67"
"2004060374","3","4","","","0","S","02","35","WISTER ST","4","","67"
"2004058087","3","3","","","","E","01","15","ALLMAN ST","4","","67"
"2004058095","3","3","0073","0110","2799","E","02","","NEW STATE RD","2","3","67"
"2004058104","3","3","3009","0130","197","N","02","35","RIDGE AV","2","3","67"
"2004058115","4","4","4007","0131","605","E","02","","BETHLEHEM PK","2","3","67"
"2004058790","4","4","","","","U","02","","YORK ST","4","","67"
"2004058793","6","6","","","","E","01","15","AIRPORT DR","4","","67"
"2004005559","5","4","","","","E","99","","CHURCH LN","4","","67"
"2004005589","3","3","1007","0101","3431","S","02","35","STATE RD","2","3","67"
"2004006348","3","3","","","","W","04","45","WALT WHITMAN BR","4","","67"
