"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2017086795","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017086815","U","U","N","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017088741","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2017088772","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017093383","","","","","","","","","","","","","","","","","","","","N","Y","N","N","2"
"2017093509","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2017096240","N","Y","Y","Y","N","N","0","Y","N","01340","N","","","","","","","","N","","","","","1"
"2017096501","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017097927","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017101811","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017105851","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017105897","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2017109971","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017116099","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017116115","U","U","Y","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017128103","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017133950","U","U","Y","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017133972","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2018005467","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018020752","","","","","","","","","","","","","","","","","","","","U","N","N","U","3"
"2018025159","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2017011708","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2017013969","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2017019106","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017021493","N","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017028839","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017037491","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2017040552","N","N","N","Y","U","U","1","Y","Y","01124","N","","","","","","","","N","","","","","1"
"2017041157","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017041354","U","U","Y","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017041395","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2017043833","N","U","N","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017043843","N","U","N","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017052168","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017052382","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017052460","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017055483","N","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017055551","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017055607","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2017058268","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017060586","U","U","Y","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017060750","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017063612","N","N","U","Y","U","Y","1","Y","Y","00300","N","","","","","","","","N","","","","","2"
"2017067695","U","U","Y","N","U","U","1","U","U","99999","N","","","","","","","","N","","","","","1"
"2017067771","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017067848","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017067904","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017067964","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017070508","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017076144","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017076180","N","U","N","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017076308","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017078714","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017078730","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017085902","N","N","N","Y","Y","Y","1","Y","N","01000","N","","","","","","","","N","","","","","1"
"2017086119","U","Y","N","U","U","U","9","Y","U","01200","N","","","","","","","","N","","","","","2"
"2017086340","N","U","Y","U","U","U","9","N","N","99999","N","","","","","","","","N","","","","","1"
"2017086769","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017088831","U","U","Y","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017093591","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017096547","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017097986","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017097997","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017100508","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2017105860","U","Y","U","Y","U","Y","1","U","Y","99999","N","","","","","","","","N","","","","","1"
"2017105939","U","U","Y","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017105994","U","U","Y","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017107619","Y","N","Y","Y","Y","Y","1","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2017109796","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017109945","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017115982","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017116210","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2017120668","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017120727","U","U","Y","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017127437","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017127523","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017127532","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017128058","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2018005468","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018005512","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017010978","N","U","U","Y","U","U","1","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2017013948","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2017019039","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017019085","","","","","","","","","","","","","","","","","","","","N","N","Y","Y","2"
"2017019612","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017021504","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018029781","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018029802","U","U","N","N","N","N","0","U","U","99999","Y","U","N","N","N","0","U","U","N","","","","","1"
"2018030141","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017028906","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2017033089","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017033927","N","N","N","Y","Y","Y","1","Y","Y","01100","N","","","","","","","","N","","","","","1"
"2017041230","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017043808","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017046650","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017046977","Y","N","Y","Y","N","N","0","Y","Y","00747","N","","","","","","","","N","","","","","1"
"2017052103","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017052155","N","U","Y","N","U","U","9","Y","N","99999","Y","U","N","N","N","0","U","U","N","","","","","1"
"2017052330","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017052422","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017055462","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017055501","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017055530","N","U","N","N","N","N","0","U","U","99999","Y","U","N","N","N","0","U","U","N","","","","","1"
"2017058387","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017060478","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","N","","","","","1"
"2017060563","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017060632","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017060649","U","U","N","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017060759","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017060767","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017067758","","","","","","","","","","","","","","","","","","","","N","Y","N","N","1"
"2017070497","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017076137","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017076153","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017076184","U","U","N","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017078786","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017086075","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2017086217","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017086223","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017086706","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017086912","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017091009","N","N","Y","Y","N","N","0","N","Y","01000","N","","","","","","","","N","","","","","1"
"2017091829","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017091860","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017096537","N","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017097794","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017100762","N","Y","Y","Y","U","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2017109826","U","U","Y","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017109831","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017115961","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017116098","","","","","","","","","","","","","","","","","","","","U","Y","N","U","1"
"2017116100","U","U","Y","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017116150","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017116183","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017117230","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017120647","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017127543","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2018028954","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017018542","U","Y","Y","Y","U","Y","1","Y","Y","00700","N","","","","","","","","N","","","","","1"
"2017021514","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017025131","U","U","Y","N","N","N","0","Y","Y","00800","N","","","","","","","","N","","","","","1"
"2018029792","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2018029818","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017028994","","","","","","","","","","","","","","","","","","","","U","N","N","Y","2"
"2017033104","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017035593","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017041154","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017041166","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017041175","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017041347","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017043784","U","U","Y","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017043828","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017052346","U","U","Y","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017052373","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2017052407","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017055522","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017060446","U","U","N","U","N","N","0","Y","U","00110","N","","","","","","","","N","","","","","2"
"2017060516","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017060579","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017060666","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017060706","U","U","Y","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017060706","U","U","Y","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017067838","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017068020","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017070435","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017070439","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017070466","","","","","","","","","","","","","","","","","","","","U","Y","N","U","1"
"2017070480","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017076170","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017076245","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017076259","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017078763","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017086211","U","U","N","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017086268","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017086302","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017086787","U","U","Y","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017086878","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017088994","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017090913","Y","Y","Y","Y","N","N","0","Y","Y","01800","N","","","","","","","","N","","","","","1"
"2017091668","U","U","U","N","N","N","0","U","U","01000","N","","","","","","","","N","","","","","1"
"2017093500","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","3"
"2017093532","U","U","Y","N","U","U","9","U","U","99999","Y","U","N","U","U","9","U","U","N","","","","","1"
"2017093578","N","U","U","N","N","N","0","U","U","99999","Y","U","N","N","N","0","U","U","N","","","","","2"
"2017093606","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017093633","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017096433","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017096441","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017096552","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017097617","N","N","Y","Y","Y","Y","1","Y","Y","00696","N","","","","","","","","N","","","","","1"
"2017106054","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017108112","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017108112","","","","","","","","","","","","","","","","","","","","U","N","N","U","3"
"2017109766","N","U","N","N","N","N","0","U","U","99999","Y","U","N","N","N","0","U","U","N","","","","","1"
"2017109768","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2017109895","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017109947","","","","","","","","","","","","","","","","","","","","U","N","N","U","3"
"2017110784","N","Y","U","Y","Y","Y","3","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2017114365","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2017115959","U","U","N","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017115994","U","U","U","U","U","U","9","U","U","99999","Y","U","U","U","U","9","U","U","N","","","","","1"
"2017116110","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017127315","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017127352","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017127400","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017135049","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017135084","U","U","Y","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2018020721","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018020736","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017013169","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017021597","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2017025198","Y","N","Y","N","Y","Y","1","Y","Y","00249","N","","","","","","","","N","","","","","2"
"2017033501","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017035622","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2017035649","N","U","N","U","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017035790","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017037353","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017041211","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017041281","U","U","N","N","U","U","1","U","U","99999","N","","","","","","","","N","","","","","2"
"2017041377","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017052414","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017058312","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017058328","N","U","N","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017058334","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017060633","U","U","Y","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2017060723","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017067783","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017067806","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017068074","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017068180","N","N","Y","Y","N","N","0","Y","Y","01000","N","","","","","","","","N","","","","","2"
"2017070444","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017070445","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017070969","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2017076180","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017076200","U","U","Y","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017076261","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017076352","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017078701","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017078761","N","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017084931","N","Y","Y","N","N","N","0","Y","N","01801","Y","N","N","N","N","0","N","N","N","","","","","1"
"2017086057","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017086089","N","Y","U","U","U","Y","1","N","U","99999","N","","","","","","","","N","","","","","1"
"2017086134","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017086636","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017086647","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017086720","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017086837","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2017091691","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
