"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2013003653","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2013004040","","","","","","","","","","","","","","","","","","","","U","U","U","U","1"
"2013006700","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2013006794","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2012015446","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2013021032","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2012020386","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2012032591","U","U","Y","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2012035826","N","Y","U","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","2"
"2012039824","","","","","","","","","","","","","","","","","","","","U","Y","N","U","1"
"2012041728","U","U","Y","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2012042135","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2012042138","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2012042156","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2012047260","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2012048053","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2012048293","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2012048318","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2012049254","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2012049751","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
