"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2012098492","5","5","","","","E","02","","MARCHMAN RD","4","","67"
"2012098499","4","3","","","","W","02","","MCKEAN ST","4","","67"
"2012098505","4","3","","","","S","02","","MOYAMENSING AV","4","","67"
"2012098510","4","4","1009","0091","1683","S","02","25","BUSTLETON AV","2","3","67"
"2012098515","3","3","","","","E","02","","HELLERMAN ST","4","","67"
"2012098520","5","5","","","","N","02","25","OAK AV","4","","46"
"2012098527","5","5","","","","N","02","","NORRIS ST","4","","67"
"2012098530","4","4","1002","0080","1610","E","02","35","ADAMS AV","2","3","67"
"2012098535","4","5","","","","E","02","25","F ST","4","","67"
"2012098540","5","5","","","","W","02","","SIXTYSIXTH ST","4","","67"
"2012098542","5","5","","","","E","01","25","ORTHODOX ST","4","","67"
"2012098548","4","4","1009","0111","596","S","02","25","BUSTLETON AV","2","3","67"
"2012102015","3","3","0076","3394","1680","E","3","50","SCHUYLKILL EX","1","1","67"
"2012098654","3","3","0076","3440","1923","E","2","50","SCHUYLKILL EX","1","1","67"
"2012100285","3","3","0095","0221","787","S","03","55","DELAWARE EX","1","1","67"
"2012103480","3","3","0095","0265","2535","S","3","55","DELAWARE EX","1","1","67"
"2012104167","4","4","1011","0090","0","E","02","30","WELSH RD","2","3","67"
"2012104172","3","4","","","","N","02","30","JAMISON AV","4","","67"
"2012104177","3","3","","","","S","02","35","TABOR AV","4","","67"
"2012104183","3","3","","","","E","02","25","DUNCANNON AV","4","","67"
"2012104187","6","6","3003","0061","0","S","2","25","THIRTYEIGHTH ST","2","3","67"
"2012104192","3","3","3007","0090","2120","N","02","35","KELLY DR","2","3","67"
"2012104199","3","4","","","","W","02","","VISTA ST","4","","67"
"2012104205","3","4","","","","S","02","","SALFORD AV","4","","67"
"2012104210","3","3","","","","N","02","","FOX ST","4","","67"
"2012104217","3","3","","","","S","02","25","TWENTYSECOND ST","4","","67"
"2012104220","3","4","","","","N","01","","THIRTEENTH ST","4","","67"
"2012104229","4","3","","","","W","02","","CEDAR ST","4","","67"
"2012104233","5","5","","","","E","02","","WINDRIM AV","4","","67"
"2012104239","4","4","2006","0081","1316","W","02","25","SPRING GARDEN ST","2","3","67"
"2012104246","4","4","1003","0021","0","S","02","35","WHITAKER AV","2","3","67"
"2012104252","4","4","1003","0041","410","S","02","35","WHITAKER AV","2","3","67"
"2012104257","3","3","","","","S","02","","KENSINGTON AV","4","","67"
"2012104261","5","5","2016","0100","1202","E","02","30","ALLEGHENY AV","2","3","67"
"2012104266","3","4","","","","N","02","","HANSBERRY ST","4","","67"
"2012098939","3","3","1011","0070","1633","N","02","30","WELSH RD","2","3","67"
"2012098953","3","3","4002","0070","430","S","02","35","STENTON AV","2","3","67"
"2012098961","4","3","","","","W","02","","VINE ST","4","","67"
"2012098964","4","4","1011","0071","1112","S","02","30","WELSH RD","2","3","67"
"2012098970","3","3","","","","W","02","","HUNTING PARK AV","4","","67"
"2012100594","5","5","","","","E","02","","RACE ST","4","","67"
"2012103613","3","3","3019","0021","1270","S","2","35","ESSINGTON AV","2","3","67"
"2012103707","3","3","4006","0010","543","E","01","35","CITY LINE LOWER BR","2","3","67"
"2012098974","4","3","","","","E","02","25","PHIL ELLENA ST","4","","67"
"2012098978","4","4","","","","S","02","25","EIGHTH ST","4","","67"
"2012098982","4","4","2008","0051","1288","W","02","30","GIRARD AV","2","3","67"
"2012098986","3","3","","","","N","02","30","FORTYSECOND ST","4","","67"
"2012098991","3","3","0013","0060","2377","N","2","25","THIRTYEIGHTH ST","2","3","67"
"2012098995","3","4","","","","N","02","25","FRANKLIN MILLS BL","4","","67"
"2012098999","4","4","3019","0101","1085","W","02","35","PASSYUNK AV","2","","67"
"2012099003","3","3","","","","N","02","25","I ST","4","","67"
"2012099009","3","3","3008","0030","554","E","02","25","CHESTNUT ST","2","3","67"
"2012099015","3","4","","","","S","02","","TWENTYFOURTH ST","4","","67"
"2012099021","4","4","","","","W","02","","DITMAN ST","4","","67"
"2012099025","3","3","","","","W","02","","WESTMINSTER AV","4","","67"
"2012099031","4","3","","","","W","02","","CHELTEN AV","4","","67"
"2012099036","4","3","","","","W","01","","SIXTYSIXTH AV","4","","67"
"2012099040","4","4","1014","0040","3753","W","02","35","RHAWN ST","2","3","67"
"2012099106","3","3","0076","3400","1631","E","4","50","SCHUYLKILL EX","1","1","67"
"2012103948","3","3","","","","W","02","","PRATT ST","4","","67"
"2012103955","3","3","","","","S","02","35","KELLY DR","4","","67"
"2012103959","3","4","","","","W","02","","IRVING ST","4","","67"
"2012103963","4","4","","","","N","02","","FIFTYSECOND ST","4","","67"
"2012103969","4","3","","","","N","01","25","THIRTEENTH ST","4","","67"
"2012103975","3","3","4021","0030","1584","W","02","25","EASTON RD","2","3","67"
"2012103979","4","4","1015","0051","1185","S","02","35","KNIGHTS RD","2","3","67"
"2012103983","5","5","4002","0031","1903","S","02","40","STENTON AV","2","3","67"
"2012103988","3","3","3010","0030","1072","E","02","25","MARKET ST","2","3","67"
"2012103993","4","4","0532","0031","1921","S","02","35","BUSTLETON AV","2","3","67"
"2012104001","5","5","","","","E","02","","JAMESTOWN ST","4","","67"
"2012104008","4","3","","","","W","02","35","MCKEAN ST","4","","67"
"2012104011","5","5","2002","0040","0","W","02","25","SNYDER AV","2","3","67"
"2012104015","3","3","0611","0010","734","N","04","30","BROAD ST","2","3","67"
"2012104020","3","3","0611","0030","2220","N","04","30","BROAD ST","2","3","67"
"2012104024","4","3","","","","S","01","35","SIXTH ST","4","","67"
"2012104028","5","5","2007","0010","0","E","02","25","FRANKFORD AV","2","3","67"
"2012105722","3","3","0676","0004","2529","E","2","55","VINE ST EX","1","1","67"
"2012099331","5","5","1014","0090","1763","W","02","25","RHAWN ST","2","3","67"
"2012099336","3","4","","","","S","01","25","RORER ST","4","","67"
"2012099341","3","4","","","","S","02","","FIFTYTHIRD ST","4","","67"
"2012099346","3","3","3007","0091","2117","S","02","35","KELLY DR","2","3","67"
"2012099352","3","3","0013","0270","935","S","01","30","FRANKFORD AV","2","3","67"
"2012099359","3","3","3007","0121","171","S","02","35","KELLY DR","2","3","67"
"2012099365","3","3","0001","0300","150","N","03","45","ROOSEVELT BL","2","3","67"
"2012099372","3","3","3021","0070","3167","E","02","30","GRAYS FERRY AV","2","3","67"
"2012099374","5","5","3013","0010","0","N","02","35","ISLAND AV","2","3","67"
"2012099375","4","4","0291","0037","0","S","02","40","ISLAND AV","2","3","67"
"2012099378","3","4","","","","N","02","","FORTYSIXTH ST","4","","67"
"2012099382","5","7","","","","S","02","20","MCFERRAN ST","4","","67"
"2012099386","4","3","","","","S","02","","EIGHTH ST","4","","67"
"2012101038","3","3","2010","0022","2756","E","02","25","CECIL B MOORE AV","2","3","67"
"2012101045","3","3","6001","0280","0","N","03","45","ROOSEVELT BL","2","3","67"
"2012101149","3","3","0076","3424","2344","E","3","50","SCHUYLKILL EX","1","1","67"
"2012104140","3","3","","","","W","01","25","PENNWAY ST","4","","67"
"2012104145","3","4","","","","E","02","","WOODLAND AV","4","","67"
"2012104150","6","6","3019","0061","1090","W","02","35","PASSYUNK AV","2","3","67"
"2012104153","3","3","","","","E","02","","MORRELL AV","4","","67"
"2012104158","3","3","","","","S","04","35","KELLY DR","4","","67"
"2012104165","5","5","","","","W","02","35","BYBERRY RD","4","","67"
"2012101161","3","3","0676","0002","865","E","3","55","VINE ST EX","1","1","67"
"2012105421","3","3","0095","0165","767","S","4","55","DELAWARE EX","1","1","67"
"2012099909","4","4","8018","0010","0","N","2","","RAMP RD","2","1","67"
"2012099919","3","3","0095","0231","125","S","04","55","DELAWARE EX","1","1","67"
"2012102834","3","3","0076","3405","1019","W","4","50","SCHUYLKILL EX","1","1","67"
"2012098368","4","4","","","","E","02","","WYOMING AV","4","","67"
"2012098373","3","3","0013","0300","1735","N","02","30","FRANKFORD AV","2","3","67"
"2012098375","3","3","0611","0140","552","N","02","30","BROAD ST","2","3","67"
"2012098382","4","4","","","","E","02","25","CLEARFIELD ST","4","","67"
"2012102848","3","3","0676","0004","116","E","2","55","VINE ST EX","1","1","67"
"2012098388","4","4","3010","0031","1072","W","02","25","MARKET ST","2","3","67"
"2012098395","4","4","","","","S","02","25","PALMETTO ST","4","","67"
"2012098403","4","3","","","","E","02","25","FAIRMOUNT ST","4","","67"
"2012098405","3","3","8009","0500","650","W","1","","RAMP RD","2","1","67"
"2012098408","4","3","","","","E","02","25","UPLAND WY","4","","67"
"2012098412","3","4","","","","S","01","25","JUDSON ST","4","","67"
"2012098417","7","7","","","","S","04","25","WISSAHICKON AV","4","","67"
"2012098420","4","3","","","","E","02","","FAIRMOUNT AV","4","","67"
"2012098423","3","3","4001","0020","2632","N","02","35","HENRY AV","2","3","67"
"2012098427","3","3","0013","0020","1938","W","2","25","BALTIMORE AV","2","3","67"
"2012098432","3","3","0013","","","N","02","25","FRANKFORD AV","2","","67"
