"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2003034786","5","4","2676","0015","1275","W","03","25","","2","3","67"
"2003015708","4","4","","","","S","2","25","LORETTO AV","4","","67"
"2003015710","4","4","0001","0281","0","S","03","","ROOSEVELT BL","2","3","67"
"2003015710","5","5","","","","E","02","","BORBECK AV","4","","67"
"2003015710","6","6","","","","W","02","","RYAN AV","4","","67"
"2003027414","4","4","6001","0221","598","S","3","40","BRIDGE ST","2","3","67"
"2003023795","3","3","4009","0010","1505","","02","35","ROBERTS AV","2","3","67"
"2003027525","4","4","2600","0011","2914","S","2","","CUMBERLAND ST","2","","67"
"2003027844","3","3","","","","S","02","","DECATUR RD","4","","67"
"2003031819","3","3","1016","0040","0","E","02","35","HOLME AV","2","3","67"
"2003009289","3","3","","","","S","02","","OLD BUSTLETON AV","4","","67"
"2003009151","3","4","","","","W","02","35","SOMMERVILLE AV","4","","67"
"2003066021","4","3","","","","E","01","","RACE ST","4","","67"
"2003066128","3","4","","","","E","99","","NORIS ST","4","","67"
"2003066137","3","3","","","","S","02","","FORTYEIGHTH ST","4","","67"
"2003068393","3","4","","","","E","02","","SPRUCE ST","4","","67"
"2003068410","4","3","","","","E","99","","RACE ST","4","","67"
"2003068411","3","4","","","","E","07","","RACE ST","4","","67"
"2003068412","3","4","","","","E","02","25","PINE ST","4","","67"
"2003068435","3","3","2008","0060","1801","E","2","","GIRARD AV","2","3","67"
"2003068435","4","4","2008","0061","1802","W","2","","GIRARD AV","2","3","67"
"2003067421","4","4","4001","0041","1225","S","2","35","HENRY AV","2","3","67"
"2003067421","5","5","","","","E","2","25","WARDEN DR","4","","67"
"2003068461","3","3","","","","W","02","35","WYOMING AV","4","","67"
"2003067705","3","3","3013","0010","1945","N","2","35","ISLAND AV","2","3","67"
"2003067717","5","5","","","","N","99","","THIRTYSIXTH ST","4","","67"
"2003067730","3","4","","","","E","99","","KINGSESSING AV","4","","67"
"2003067785","3","3","2008","0040","2657","E","2","","GIRARD AV","2","3","67"
"2003067877","3","4","","","","S","02","25","FAIRMOUNT AV","4","","67"
"2003067883","5","5","","","","E","99","","GOODNAW ST","4","","67"
"2003067893","3","4","","","","W","99","","BEAUMONT ST","4","","67"
"2003067893","4","3","","","","S","99","","FIFTYEIGHTH ST","4","","67"
"2003067898","3","3","4007","0050","1113","N","2","25","WASHINGTON LN","2","3","67"
"2003065913","3","3","","","","E","02","45","S RAMP RD","4","","67"
"2003067904","5","6","","","","E","02","25","JAMES ST","4","","67"
"2003067910","4","4","","","","N","02","","SIXTIETH ST","4","","67"
"2003067912","4","4","","","","W","02","15","CONVENTION AV","4","","67"
"2003067916","4","3","","","","N","01","25","CARLISE ST","4","","67"
"2003067917","4","3","","","","S","99","","SEVENTEENTH ST","4","","67"
"2003067920","3","4","","","","W","02","25","SHURS LN","4","","67"
"2003067924","4","3","","","","S","99","","NINETIETH ST","4","","67"
"2003067931","3","3","0095","0141","2097","S","3","55","DELAWARE EX","1","1","67"
"2003067932","4","4","8005","0500","0","S","1","","RAMP RD","2","1","67"
"2003067935","3","3","6001","0370","2259","N","3","45","ROOSEVELT BL","2","3","67"
"2003067938","4","4","2016","0061","414","W","02","25","ALLEGHENY AV","2","","67"
"2003067943","3","4","","","","S","02","35","TWENTIETH ST","4","","67"
"2003047278","3","3","","","","N","02","35","HORROCKS ST","4","","67"
"2003046231","3","4","","","","N","02","25","MEDFORD RD","4","","67"
"2003046587","3","4","","","","S","01","25","FIFTEENTH ST","4","","67"
"2003046589","3","3","0001","","","N","03","35","CITY AV","2","","67"
"2003046625","4","4","","","","N","2","25","SWANSON ST","4","","67"
"2003055224","3","4","","","","W","02","","ELMWOOD AV","4","","67"
"2003054339","4","4","","","","N","02","","ALGON AV","4","","67"
"2003054341","3","3","3006","0021","2350","W","2","35","WALNUT ST","2","3","67"
"2003055252","4","4","","","","N","2","25","FIFTYNINTH ST","4","","67"
"2003055263","3","3","0611","0170","1033","N","2","25","BROAD ST","2","3","67"
"2003055265","4","3","","","","W","99","","HUNTING PARK AV","4","","67"
"2003055274","4","3","","","","N","99","","PECHIN ST","4","","67"
"2003055276","3","4","","","","W","01","25","TYSON AV","4","","67"
"2003055280","3","3","0095","0230","2395","N","3","55","DELAWARE EX","1","1","67"
"2003054369","3","3","0291","0150","1976","E","01","25","BROAD ST","2","3","67"
"2003054388","3","4","","","","S","01","25","MOYAMENSING AV","4","","67"
"2003054404","3","3","0001","0071","2421","S","2","35","CITY AV","2","3","67"
"2003055438","4","4","","","","E","99","","STRAHLE ST","4","","67"
"2003055444","3","4","","","","W","03","25","LEVICK ST","4","","67"
"2003055448","3","3","4007","0080","2832","N","2","25","GERMANTOWN AV","2","3","67"
"2003054551","3","3","0095","0140","1258","N","3","55","DELAWARE EX","1","1","67"
"2003054621","4","4","8011","0250","385","S","01","","RAMP RD","2","1","67"
"2003054629","3","3","1003","0030","0","N","2","35","WHITAKER AV","2","3","67"
"2003054630","4","3","","","","S","01","25","FOURTH ST","4","","67"
"2003054731","4","4","","","","E","2","","GIRARD AV","4","","67"
"2003054734","6","6","","","","N","1","","RISING SUN AV","4","","67"
"2003054744","4","4","3015","0041","1835","S","1","25","COBBS CREEK PY","2","","67"
"2003054745","3","3","2005","0071","1814","S","02","35","SIXTH ST","2","3","67"
"2003054745","4","4","2006","0080","1774","E","02","","SPRING GARDEN ST","2","3","67"
"2003054747","4","4","1015","0031","1764","S","2","35","KNIGHTS RD","2","3","67"
"2003054748","3","3","","","","S","02","","DUNKSFERRY RD","4","","67"
"2003056737","5","5","","","","N","02","25","BATTERSBY ST","4","","67"
"2003054807","6","6","","","","N","01","","RISING SUN AV","4","","67"
"2003054809","3","3","1011","0040","1370","E","2","25","WELSH RD","2","3","67"
"2003054811","3","4","","","","S","01","35","NINTH ST","4","","67"
"2003053969","3","3","2012","0040","1542","E","1","","DAUPHIN ST","2","3","67"
"2003054931","3","3","1007","0030","0","N","2","25","TACONY ST","2","3","67"
"2003054931","4","4","1007","0031","0","S","2","25","TACONY ST","2","3","67"
"2003054932","4","4","","","","S","1","25","TWELFTH ST","4","","67"
"2003054933","3","3","0095","0181","2331","S","4","55","DELAWARE EX","1","1","67"
"2003054935","3","3","1005","0160","1692","N","2","25","CASTOR AV","2","3","67"
"2003054966","4","4","3005","0131","362","S","2","25","BELMONT AV","2","3","67"
"2003054967","4","4","","","","W","99","","NORRIS ST","4","","67"
"2003054969","5","5","","","","N","1","35","WITTE ST","4","","67"
"2003054060","4","4","","","","S","99","","FORTYSIXTH ST","4","","67"
"2003054061","4","3","","","","N","01","25","CONESTOGA ST","4","","67"
"2003054063","3","3","","","","N","99","","FORTIETH ST","4","","67"
"2003052375","3","3","","","","N","02","35","NORTHEAST AV","4","","67"
"2003050459","5","4","1009","0015","874","S","02","25","BRIDGE ST","2","3","67"
"2003050660","3","3","2008","0040","2225","E","2","35","GIRARD AV","2","3","67"
"2003062304","6","5","2009","0120","0","E","02","35","HARBISON AV","2","3","67"
"2003062309","3","3","0003","0080","0","E","03","30","CHESTNUT ST","2","3","67"
"2003062310","4","5","","","","S","02","30","THIRTYSECOND ST","4","","67"
"2003062322","3","3","0076","3445","2546","W","2","55","SCHUYLKILL EX","1","1","67"
"2003062326","5","5","","","","N","99","","LARGE ST","4","","67"
"2003062357","3","3","0232","0062","59","N","2","25","OXFORD AV","2","3","67"
"2003063406","3","3","8023","0010","1040","N","01","25","RAMP RD","2","1","67"
"2003063413","5","5","","","","S","02","25","TENTH ST","4","","67"
"2003065601","4","4","","","","N","02","25","CLEARFIELD ST","4","","67"
"2003065620","3","3","1008","0020","903","N","03","25","LEVICK ST","2","3","67"
"2003063430","3","3","3005","0110","314","N","02","","BELMONT AV","2","3","67"
"2003062468","3","4","","","","W","02","25","FISHER AV","4","","67"
"2003062469","4","3","","","","U","02","25","LESTER RD","4","","67"
"2003062493","4","3","","","","S","01","35","LINDBERGH BL","4","","67"
"2003062496","3","4","","","","N","02","","CRESCENTVILLE AV","4","","67"
"2003062498","3","3","0611","0111","976","S","2","","BROAD ST","2","3","67"
"2003062513","3","4","","","","N","01","25","ELEVENTH ST","4","","67"
"2003062515","4","4","","","","E","2","25","CLARENDON AV","4","","67"
"2003062523","3","3","0532","0070","2497","N","2","35","BUSTLETON AV","2","3","67"
"2003062529","3","4","","","","N","02","25","FIFTH ST","4","","67"
"2003062542","4","4","","","","N","02","25","SIXTEENTH ST","4","","67"
"2003062545","3","4","","","","W","02","25","GIRARD AV","4","","67"
"2003062552","6","6","0073","0061","2285","W","2","30","COTTMAN AV","2","3","67"
"2003062555","3","3","","","","S","02","25","OXFORD AV","4","","67"
"2003062563","3","4","","","","W","99","","ELMWOOD AV","4","","67"
"2003062569","4","4","0001","0201","0","S","3","40","ROOSEVELT BL","2","3","67"
"2003062572","3","3","","","","E","02","25","C ST","4","","67"
"2003062574","4","3","","","","S","02","","FORTYSEVENTH ST","4","","67"
"2003062576","3","3","","","","E","99","","MIFFLIN ST","4","","67"
"2003062579","4","3","","","","E","01","","CAMBRIDGE ST","4","","67"
"2003062591","3","3","","","","N","02","25","MICHENER ST","4","","67"
"2003062595","3","4","","","","S","02","","EIGHTH ST","4","","67"
"2003062602","4","4","","","","W","01","15","UNRUH AV","4","","67"
"2003062603","3","3","1005","0141","2781","S","02","","CASTOR AV","2","3","67"
"2003062604","3","3","0232","0072","1992","B","02","25","OXFORD AV","2","3","67"
"2003062608","3","3","","","","E","01","25","DICKINSON ST","4","","67"
"2003062622","4","4","","","","E","02","","ELKHART ST","4","","67"
"2003062628","5","4","","","","W","99","","WINDRIM AV","4","","67"
"2003062632","3","4","","","","S","02","","FRANCIS ST","4","","67"
"2003063728","3","4","","","","N","01","25","CEDAR AV","4","","67"
"2003063728","4","3","","","","W","02","25","FIFTYNINTH ST","4","","67"
"2003063738","4","4","3010","0101","784","W","2","","MARKET ST","2","3","67"
"2003063744","3","4","","","","W","99","","LOUDEN ST","4","","67"
"2003063747","6","6","1009","0015","642","S","2","25","BRIDGE ST","2","3","67"
"2003063755","3","4","","","","N","01","25","ELEVENTH ST","4","","67"
"2003063761","3","3","4007","0020","613","B","2","25","WAYNE AV","2","3","67"
"2003063764","3","4","","","","S","02","35","OLD YORK RD","4","","67"
"2003062792","4","4","","","","S","99","","CHERRY ST","4","","67"
"2003062793","4","3","","","","S","02","25","FIFTYFOURTH ST","4","","67"
"2003062800","3","3","3013","0010","1945","N","2","35","ISLAND AV","2","3","67"
"2003062802","5","5","3015","0010","0","N","2","25","COBBS CREEK PY","2","3","67"
"2003062813","4","4","0611","0131","0","S","02","","BROAD ST","2","3","67"
"2003062823","3","3","","","","N","02","25","DRUMMOND RD","4","","67"
"2003063878","3","3","2014","0060","2076","E","2","25","LEHIGH AV","2","3","67"
"2003063889","3","3","8025","0260","780","E","02","25","","2","1","67"
"2003063890","4","4","","","","E","99","","MURRAY ST","4","","67"
"2003041891","5","6","1018","0030","75","E","2","","GRANT AV","2","3","67"
"2003041898","3","3","1001","0090","1129","S","2","35","VERREE RD","2","3","67"
"2003041899","3","3","2003","","","S","02","20","N FIFTH ST","2","","67"
"2003041906","4","4","1011","0071","1002","S","2","35","WELSH RD","2","3","67"
"2003041906","5","5","","","","S","2","","NORTHEAST AV","4","","67"
"2003041906","6","6","","","","N","2","","KREWSTOWN RD","4","","67"
"2003079674","5","5","3019","0010","0","N","02","35","BARTRAM AV","2","3","67"
"2003081991","6","5","","","","E","99","","WALT WHITMAN BRIDGE TO RD","4","","67"
"2003081996","3","3","3009","0080","2670","S","2","25","RIDGE AV","2","3","67"
"2003082005","4","4","3015","0111","0","S","2","25","SIXTYTHIRD ST","2","3","67"
"2003082006","4","4","","","","S","99","","FIFTIETH ST","4","","67"
"2003082008","5","5","1002","0061","0","W","2","35","ADAMS AV","2","3","67"
"2003082014","4","3","","","","N","99","25","JUNIPER ST","4","","67"
