"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2002029759","3","4","","","","W","02","25","WALNUT ST","4","","67"
"2002030350","6","6","","","","W","02","25","U S COAST GUARD RD","4","","67"
"2002026351","3","3","","","","E","02","25","GREENWAY AV","4","","67"
"2002024456","3","3","","","","S","02","25","THIRTYSIXTH ST","4","","67"
"2002050925","5","4","","","","U","01","","THACKRAY CRANE RENTAL RD","4","","67"
"2002050958","4","3","","","","N","02","","CAYUGA ST","4","","67"
"2002050964","3","4","","","","E","02","25","TABOR RD","4","","67"
"2002050971","3","4","","","","N","02","25","FORTYNINTH ST","4","","67"
"2002050974","3","3","0001","0260","0","N","03","40","ROOSEVELT BL","2","3","67"
"2002050976","7","6","1002","0080","1578","E","02","35","ADAMS AV","2","3","67"
"2002050981","3","3","","","","E","02","30","TWENTYFOURTH ST","4","","67"
"2002050989","3","3","1004","0220","1807","N","02","30","TORRESDALE AV","2","3","67"
"2002050992","3","3","","","","N","02","","STATE RD","4","","67"
"2002051009","6","6","3019","0011","0","S","02","35","BARTRAM AV","2","3","67"
"2002051015","4","4","","","","N","02","","HOWARD ST","4","","67"
"2002051018","7","7","2676","0011","483","W","03","25","VINE ST","2","3","67"
"2002051023","3","3","3003","0040","1805","N","03","25","THIRTYFOURTH ST","2","3","67"
"2002051029","3","3","","","","W","02","","BIRCH ST","4","","67"
"2002053229","4","3","","","","N","02","25","FIFTIETH ST","4","","67"
"2002053235","3","3","0532","0091","100","S","","35","BUSTLETON AV","2","3","67"
"2002053245","3","3","3008","0030","605","E","2","","CHESTNUT ST","2","3","67"
"2002053250","4","5","","","","W","","","FOUNTAIN GREEN DR PS","4","","67"
"2002053256","5","3","2006","0080","775","E","","","GIRARD AV","2","3","67"
"2002053261","3","4","8011","0500","0","S","01","20","","2","1","67"
"2002048799","5","5","","","","W","02","","PRESIDENTIAL BL","4","","46"
"2002051086","4","4","0001","0061","656","S","2","35","CITY AV","2","3","67"
"2002053329","3","3","","","","E","02","25","LOCUST ST","4","","67"
"2002053387","3","3","4003","0010","2142","N","2","40","WISSAHICKON AV","2","3","67"
"2002048896","3","3","0291","0150","0","E","1","25","BROAD ST","2","3","67"
"2002048969","3","3","4002","0050","861","E","2","40","STENTON AV","2","3","67"
"2002048974","4","4","0073","0071","208","W","2","30","COTTMAN AV","2","3","67"
"2002051196","3","3","","","","E","02","","ROSALIE ST","4","","67"
"2002046293","5","5","0003","0020","0","E","01","35","COBBS CREEK PY","2","3","67"
"2002046415","3","3","2009","0040","826","N","02","25","ARAMINGO AV","2","3","67"
"2002048975","6","6","","","","N","","","FARRAGUT ST","4","","67"
"2002048989","3","3","0291","0140","0","E","02","25","BROAD ST","2","3","67"
"2002048995","3","3","1001","0150","1354","S","2","35","VERREE RD","2","3","67"
"2002049000","4","4","","","","E","","","PRIMROSE RD","4","","67"
"2002049003","5","5","","","","E","","","PASCHALL AV","4","","67"
"2002049022","3","3","1007","0020","0","N","2","","TACONY ST","2","3","67"
"2002049028","4","4","8009","0270","1840","N","02","35","RAMP 676EB TO 95NB RD","2","1","67"
"2002049091","3","4","0013","0205","0","S","3","25","LEVICK ST","2","3","67"
"2002049095","4","4","1004","0051","0","W","1","","ERIE AV","2","","67"
"2002049105","4","4","0001","0221","0","S","3","40","ROOSEVELT BL","2","3","67"
"2002051317","3","3","","","","N","99","","ELEVENTH ST","4","","67"
"2002051320","6","5","","","","U","02","","FRIENDS HOSPITAL DR","4","","67"
"2002051328","4","3","","","","W","01","25","SPRING ST","4","","67"
"2002051334","4","3","","","","W","02","","SPRUCE ST","4","","67"
"2002051337","7","7","","","","","02","","FRANKLIN MILLS BL","4","","67"
"2002051342","3","3","3007","0031","1497","S","02","25","BENJAMIN FRANKLIN PY","2","3","67"
"2002051345","4","4","","","","S","02","25","TWENTYFIRST ST","4","","67"
"2002051350","3","3","0003","0020","0","E","01","35","COBBS CREEK PY","2","3","67"
"2002051351","3","3","3023","0030","522","E","02","25","KINGSESSING AV","2","3","67"
"2002051358","3","4","","","","W","02","25","THIRTYSIXTH ST","4","","67"
"2002051362","3","3","2006","0065","0","W","02","25","SPRING GARDEN ST","2","3","67"
"2002051366","4","4","","","","E","01","","GOODNAW ST","4","","67"
"2002051371","3","3","4002","","","N","02","25","STENTON AV","2","","67"
"2002053732","4","4","","","","N","02","25","OGONTZ AV","4","","67"
"2002049218","3","3","2014","0090","396","E","2","25","LEHIGH AV","2","3","67"
"2002049221","4","4","2009","0121","3311","S","2","","HARBISON AV","2","3","67"
"2002049223","6","6","1014","0050","0","E","2","35","RHAWN ST","2","3","67"
"2002051432","3","3","1004","0090","0","N","3","","TORRESDALE AV","2","3","67"
"2002051436","4","3","","","","U","02","25","A ST","4","","67"
"2002051439","4","3","","","","W","02","25","KNORR ST","4","","67"
"2002051443","5","5","","","","W","02","","TYSON AV","4","","67"
"2002051458","4","4","0611","0081","0","S","02","","BROAD ST","2","3","67"
"2002051500","3","3","","","","N","02","","LEITHGOW ST","4","","67"
"2002051502","4","4","2676","0011","1549","W","03","25","VINE ST","2","3","67"
"2002051509","3","4","","","","S","02","25","SEVENTIETH ST","4","","67"
"2002051514","3","3","0291","0026","0","E","02","40","BARTRAM AV","2","3","67"
"2002053867","4","4","","","","E","","","CHELTENHAM AV","4","","67"
"2002053872","4","4","","","","E","02","30","BARING ST","4","","67"
"2002051644","3","3","0001","0030","829","N","02","35","","2","3","67"
"2002051672","7","7","3045","0010","0","E","02","35","BELMONT AV","2","3","46"
"2002054037","4","4","2014","0090","0","E","02","25","LEHIGH AV","2","3","67"
"2002054041","4","4","","","","N","02","","TWENTYSECOND ST","4","","67"
"2002054048","3","4","","","","W","99","","LOUDEN ST","4","","67"
"2002054052","3","3","1004","0020","383","E","02","25","ERIE AV","2","3","67"
"2002054058","3","3","4004","0090","519","","02","25","OLNEY AV","2","3","67"
